vocab,pattern_name,english,japanese
後ろ,後ろを〜,後ろを向く,to face the back
後ろ,後ろを〜,後ろを見る,"to look behind, to look back"
後ろ,後ろに〜,後ろにある,to be behind
後ろ,後ろに〜,後ろにいる,to be behind
後ろ,後ろに〜,後ろに下がる,to step backwards
後ろ,〜の後ろ,首の後ろ,behind the neck
後ろ,〜の後ろ,耳の後ろ,behind the ear
後ろ,〜の後ろ,車の後ろ,behind the car
後ろ,後ろの〜,後ろの車,the car behind
後ろ,後ろの〜,後ろの二人,the two people in the back
後ろ,後ろの〜,後ろの人,the person in the back
後ろ,後ろで〜,後ろで見る,to watch in the back
後ろ,後ろで〜,後ろでむすぶ,to tie behind
後ろ,後ろで〜,後ろでする,to do in the back
出血,出血を〜,出血をする,to bleed
出血,出血を〜,出血をおこす,to cause bleeding
出血,出血を〜,出血を止める,to stop the bleeding
出血,出血が〜,出血がある,there is bleeding
出血,出血が〜,出血がつづく,the bleeding continues
出血,出血が〜,出血が止まる,to stop bleeding
血,血を〜,血を見る,to see blood
血,血を〜,血をながす,"to shed blood, to spill blood"
血,血を〜,血をはく,"to cough up blood, to spit out blood"
血,血〜,血まみれ,to be covered in blood
血,血〜,血しぶき,spray of blood
血,血〜,血だらけ,"covered in blood, bloody"
血,血が〜,血がながれる,"to bleed, to have blood flowing"
血,血が〜,血が出る,to bleed
血,血が〜,血がまじる,"to be muddied with blood, to be bloodstained"
両方,両方の〜,両方の手,both hands
両方,両方の〜,両方のバランス,the balance of both
両方,両方の〜,両方の目,both eyes
両方,両方を〜,両方をする,to do both
両方,両方を〜,両方を行う,to carry out both
両方,両方を〜,両方をもつ,to hold both
両日,両日とも〜,両日とも雨,rain on both days
両日,両日とも〜,両日とも休日,both days are holidays
両日,両日とも〜,両日とも４:00まで,until 4:00 on both days
両手,両手に〜,両手にかかえる,to carry in both hands
両手,両手に〜,両手にもつ,to hold in both hands
両手,両手に〜,両手にある,to have in both hands
両手,両手を〜,両手を上げる,to raise both hands
両手,両手を〜,両手を広げる,to spread both hands
両手,両手を〜,両手をのばす,to extend both hands
両手,両手で〜,両手で作る,to make with both hands
両手,両手で〜,両手でもつ,to hold with both hands
両手,両手で〜,両手でつかむ,to grab with both hands
明るい,〜が明るい,空が明るい,the sky is bright
明るい,〜が明るい,色が明るい,the color is bright
明るい,〜が明るい,外が明るい,it is bright outside
明るい,〜明るい,少し明るい,a little bright
明るい,〜明るい,いつも明るい,always bright
明るい,〜明るい,とても明るい,very bright
明るい,明るい〜,明るい色,a bright color
明るい,明るい〜,明るいところ,a bright place
明るい,明るい〜,明るい光,bright light
茶色,茶色に〜,茶色に見える,to look brown
茶色,茶色に〜,茶色になる,to become brown
茶色,茶色に〜,茶色にかわる,to turn brown
茶色,茶色の〜,茶色の犬,brown dog
茶色,茶色の〜,茶色の毛,brown hair
茶色,茶色の〜,茶色の目,brown eyes
茶色,〜茶色,赤茶色,reddish brown
茶色,〜茶色,明るい茶色,bright brown
茶色,〜茶色,こげ茶色,dark brown
仕方がない,〜は仕方がない,これは仕方がない,this cannot be helped
仕方がない,〜は仕方がない,ミスは仕方がない,mistakes cannot be helped
仕方がない,〜は仕方がない,それは仕方がない,that cannot be helped
安い,安い〜,安いほう,the cheaper one
安い,安い〜,安いもの,cheap thing
安い,安い〜,安いの,a cheap one
安い,〜が安い,コストが安い,the cost is cheap
安い,〜が安い,どちらが安い,Which one is cheaper?
安い,〜が安い,土地が安い,the land is cheap
中国,中国〜,中国人,Chinese person
中国,中国〜,中国らしい,"very Chinese, typical of China"
中国,中国〜,中国っぽい,China-like
中国,中国に〜,中国にいる,to be in China
中国,中国に〜,中国に行く,to go to China
中国,中国に〜,中国にある,to be in China
中国,中国の〜,中国のとなり,next to China
中国,中国の〜,中国の人,person from China
中国,中国の〜,中国の山,the mountains of China
社長,社長の〜,社長の思い,thoughts of the president
社長,社長の〜,社長のことば,the words of the president
社長,社長の〜,社長のはなし,"president's talk, president's story"
社長,社長が〜,社長がいる,there is a president
社長,社長が〜,社長が言う,the president says
社長,社長が〜,社長がする,the president does
社長,社長〜,社長さん,president
社長,社長〜,社長たち,presidents
社長,社長〜,社長さま,president
社長,〜の社長,うちの社長,"our president, my president"
社長,〜の社長,トーフグの社長,president of Tofugu
社長,〜の社長,会社の社長,president of a company
社長,〜社長,コウイチ社長,President Koichi
社長,〜社長,ワンマン社長,an autocratic president
社長,〜社長,オーナー社長,president and owner
社長,社長に〜,社長にきく,to ask the president
社長,社長に〜,社長にする,to make president
社長,社長に〜,社長になる,to become company president
国,国の〜,国のあり方,"current state of the nation, how the nation ought to be"
国,国の〜,国の人,people of the country
国,国の〜,国の文化,national culture
国,〜の国,自分の国,one's own country
国,〜の国,それぞれの国,each country
国,〜の国,他の国,another country
国,国が〜,国が行う,carried out by the government
国,国が〜,国がする,done by the government
国,国が〜,国がある,there is a country
文化,文化を〜,文化を知る,to know culture
文化,文化を〜,文化を学ぶ,to study culture
文化,文化を〜,文化をもつ,to have culture
文化,〜文化,生活文化,culture of everyday life
文化,〜文化,食文化,food culture
文化,〜文化,外国文化,foreign culture
文化,文化〜,文化センター,"a culture center, a civic center"
文化,文化〜,文化ホール,"cultural hall, auditorium"
文化,文化〜,文化人,"cultured person, highly educated person"
死体,死体が〜,死体がある,there is a dead body
死体,死体が〜,死体が見つかる,to find a dead body
死体,死体が〜,死体が上がる,to have a corpse rise in a body of water
死体,死体を〜,死体を見つける,to find a dead body
死体,死体を〜,死体を見る,to view the body
死体,死体を〜,死体をかくす,to hide a dead body
死,死を〜,死をとげる,to finish one's life
死,死を〜,死をむかえる,to meet one's death
死,死を〜,死をかなしむ,to grieve a death
死,〜の死,自分の死,"my death, one's own death"
死,〜の死,ペットの死,death of a pet
死,〜の死,人の死,death of a person
死,死の〜,死の谷,Death Valley (place name)
死,死の〜,死のかなしみ,the sorrow of death
死,死の〜,死の直前,just before death
方言,方言を〜,方言をつかう,to use a dialect
方言,方言を〜,方言をはなす,to speak a dialect
方言,方言を〜,方言をしゃべる,to speak a dialect
方言,方言の〜,方言のクイズ,dialect quiz
方言,方言の〜,方言の一つ,one of the dialects
方言,方言の〜,方言のアクセント,dialect accent
方言,方言で〜,方言でしゃべる,to talk in a dialect
方言,方言で〜,方言ではなす,to speak in a dialect
方言,方言で〜,方言で言う,to say in a dialect
方向,〜方向,同じ方向,same direction
方向,〜方向,右方向,right direction
方向,〜方向,左方向,left direction
方向,〜の方向,人生の方向,"life direction, the course of one's life"
方向,〜の方向,一つの方向,one direction
方向,〜の方向,プラスの方向,a positive direction
ドル,〜ドル,USドル,US dollar
ドル,〜ドル,ユーロドル,Euro to US dollar
ドル,〜ドル,１ドル,one US dollar
ドル,ドルの〜,ドルのレート,US dollar rate
ドル,ドル〜,ドルベース,US dollar base
ドル,ドル〜,ドル円,US dollar to Japanese yen
早く,早く〜,早くに会いたい,want to see someone soon
早く,早く〜,早く出かける,to go out early
早く,早く〜,早く気づく,to realize early
早く,早くに〜,早くに出かける,to go out early
早く,早くに〜,早くに亡くなる,to die early
早く,早くに〜,早くに亡くす,to lose someone early
早く,早くから〜,早くからいる,to be somewhere since earlier
早く,早くから〜,早くからする,to start doing early
早く,早くから〜,早くから来る,to come early
早く,〜早く,できるだけ早く,as soon as possible
早く,〜早く,もう少し早く,"a little faster, a little sooner"
早く,〜早く,もっと早く,more quickly
東,東の〜,東の方角,easterly direction
東,東の〜,東の方向,eastern direction
東,東の〜,東の空,eastern sky
東,東に〜,東に行く,to go to the east
東,東に〜,東にすすむ,to advance to the east
東,東に〜,東にある,to be located to the east
東,東〜,東方向,eastern direction
東,東〜,東どなり,neighbor to the east
東,東〜,東向き,facing east
東方,東方の〜,東方の地,land of the East
東方,東方の〜,東方の人,people of the East
東方,東方の〜,東方の国,"eastern country, country located to the east"
活気,活気が〜,活気が生まれる,vigor is created
活気,活気が〜,活気がある,to be lively
活気,活気が〜,活気が出る,to liven up
活気,活気に〜,活気にあふれる,to overflow with vigor
活気,活気に〜,活気につつまれる,"to be enveloped in vigor, to be bustling"
活気,活気に〜,活気にみなぎる,to be full of vigor
十分,十分に〜,十分に分かる,"to understand sufficiently, to know enough"
十分,十分に〜,十分に考える,to think thoroughly
十分,十分に〜,十分にねむれる,can sleep sufficiently
十分,十分な〜,十分なスペース,sufficient space
十分,十分な〜,十分なコミュニケーション,sufficient communication
十分,十分な〜,十分な水,enough water
十分,十分〜,十分すぎる,more than enough
十分,十分〜,十分チェックする,to check something thoroughly
十分,十分〜,十分がんばる,to try hard enough
元パートナー,〜の元パートナー,あなたの元パートナー,your ex-partner
元パートナー,〜の元パートナー,フランス人の元パートナー,French ex-partner
元パートナー,〜の元パートナー,王子の元パートナー,a former partner of the prince
元パートナー,元パートナーの〜,元パートナーの一人,one of one's former partners
元パートナー,元パートナーの〜,元パートナーの犬,ex-partner's dog
元パートナー,元パートナーの〜,元パートナーのうち,ex-partner's house
有名,有名〜,有名大学,famous university
有名,有名〜,有名どころ,famous place
有名,有名〜,有名ホテル,famous hotel
有名,有名な〜,有名なもの,famous thing
有名,有名な〜,有名なはなし,famous story
有名,有名な〜,有名なところ,famous place
有名,有名に〜,有名になれる,able to be famous
有名,有名に〜,有名にする,to make famous
有名,有名に〜,有名になる,to become famous
名曲,〜の名曲,クラシックの名曲,a famous work of classical music
名曲,〜の名曲,ジャズの名曲,"famous Jazz song, Jazz classics"
名曲,〜の名曲,ロックの名曲,"famous Rock song, Rock classics"
名曲,名曲を〜,名曲をのこす,to leave a musical masterpiece
名曲,名曲を〜,名曲を生み出す,to bring forth a musical masterpiece
名曲,名曲を〜,名曲をきく,to listen to a musical masterpiece
早口,早口〜,早口ことば,tongue twister
早口,早口〜,早口セールスマン,fast talking salesman
早口,早口の〜,早口のセリフ,lines said quickly
早口,早口の〜,早口の声,fast talking voice
早口,早口の〜,早口の人,fast talking person
早口,早口で〜,早口で言う,to say quickly
早口,早口で〜,早口でしゃべる,to talk quickly
早口,早口で〜,早口でまくし立てる,to rapidly pour out a litany of speech
早口,早口で〜,早口で分かりにくい,hard to understand because of fast speech
早口,早口に〜,早口に言う,to say quickly
早口,早口に〜,早口になる,to come to speak quickly
早口,早口に〜,早口にまくし立てる,to rapidly pour out a litany of speech
外国,外国に〜,外国にいる,to be in a foreign country
外国,外国に〜,外国にある,to be in a foreign country
外国,外国に〜,外国に行く,to go to a foreign country
外国,外国〜,外国ぐらし,living in a foreign country
外国,外国〜,外国人,foreign person
外国,外国〜,外国メディア,foreign media
外国,外国の〜,外国の文化,foreign culture
外国,外国の〜,外国の大学,foreign university
外国,外国の〜,外国の人,foreign person
外国人,外国人の〜,外国人のくらし,life of a foreign person
外国人,外国人の〜,外国人の文化,foreign person's culture
外国人,外国人の〜,外国人の友人,"foreign friend, friend of a foreign person"
外国人,外国人に〜,外国人にきく,to ask a foreign person
外国人,外国人に〜,外国人になる,to become a foreign person
外国人,外国人に〜,外国人に学ぶ,to learn from a foreign person
四十二,四十二 + counter,四十二人,forty two people
四十二,四十二 + counter,四十二才,42 years old
四十二,四十二 + counter,四十二回,forty two times
前,〜の前,目の前,before one's eyes
前,〜の前,店の前,in front of the shop
前,〜の前,みんなの前,in front of everyone
前,前の〜,前の車,the car in front
前,前の〜,前のはなし,the story before
前,前の〜,前の人,the person in front
前,前から〜,前から知っている,to know from before
前,前から〜,前から来る,to come from the front
前,前から〜,前からできる,to have been able to do something from before
前,〜前,ねる前,before going to sleep
前,〜前,一つ前,"one before, one previous"
前,〜前,半年前,half a year ago
前,前に〜,前に出る,"to go out front, to step forward"
前,前に〜,前にいる,to be in front
前,前に〜,前にある,to be in front
全力,全力を〜,全力をつくす,to use all one's strength
全力,全力を〜,全力を出す,to put forth one's best effort
全力,全力を〜,全力をあげる,to make utmost efforts
全力,全力で〜,全力で止める,to make every effort to stop
全力,全力で〜,全力でサポートする,to support with all one's effort
全力,全力で〜,全力で走る,to run at full speed
出社,出社〜,出社前,before going to the office
出社,出社〜,出社予定,schedule for going to the office
出社,出社〜,出社時間,time for reporting to work
出社,出社を〜,出社をしない,to not go to the office
出社,出社を〜,出社をサポートする,to support going in to the office
出社,出社を〜,出社をする,to go to the office
出社,〜の出社,平日の出社,going to the office on a weekday
出社,〜の出社,朝の出社,going to the office in the morning
出社,〜の出社,早めの出社,arriving at the office earlier than usual
正直,正直に〜,正直に言う,to speak honestly
正直,正直に〜,正直にはなす,to speak honestly
正直,正直に〜,正直に生きる,to live honestly
正直,正直〜,正直おどろく,to be honestly astonished
正直,正直〜,正直がっかりする,to be honestly disappointed
正直,正直〜,正直びっくりする,to be honestly surprised
正直,正直な〜,正直な人,honest person
正直,正直な〜,正直な思い,"honest thoughts, honest feelings"
正直,正直な〜,正直なところ,in all honesty
本州,本州の〜,本州の天気,the weather of Honshuu
本州,本州の〜,本州のおみやげ,souvenir from Honshuu
本州,本州の〜,本州の人,people of Honshuu
本州,本州に〜,本州に行く,to go to Honshuu
本州,本州に〜,本州にある,to be in Honshuu
本州,本州に〜,本州にいる,to be in Honshuu
家,家が〜,家がならぶ,houses are lined up
家,家が〜,家がある,to have a house
家,家が〜,家ができる,a home is constructed
家,〜の家,自分の家,one's own home
家,〜の家,となりの家,the house next door
家,〜の家,木の家,wooden house
家,家を〜,家を出る,to leave home
家,家を〜,家を作る,to make a home
家,家を〜,家を見る,to see a house
家,家の〜,家の人,member of one's household
家,家の〜,家の近く,near home
家,家の〜,家の前,in front of a house
家,家に〜,家に行く,to go to a house
家,家に〜,家にいる,to be at home
家,家に〜,家にある,to be at home
家,家で〜,家でする,to do at home
家,家で〜,家でできる,to be able to do at home
家,家で〜,家でいる,to be home
私,私の〜,私のスマホ,my smartphone
私,私の〜,私の父,my father
私,私の〜,私のビー玉,my marble
私,私は〜,私はキョウコです,I am Kyoko
私,私は〜,私はベッドの下です,I am under the bed
私,私は〜,私は日本人です,I am a Japanese person
国王,国王の〜,国王の名,the king's name
国王,国王の〜,国王の弟,the king's younger brother
国王,国王の〜,国王の前,in front of the king
国王,国王が〜,国王が行う,the king carries something out
国王,国王が〜,国王がいる,there is a king
国王,国王が〜,国王がする,the king does
天国,天国に〜,天国にいる,to be in heaven
天国,天国に〜,天国に行く,to go to heaven
天国,天国に〜,天国に行ける,to be able to go to heaven
天国,天国の〜,天国のおばあちゃん,grandma in heaven
天国,天国の〜,天国のおじいちゃん,grandpa in heaven
天国,天国の〜,天国の入り口,the entrance to heaven
九州,九州の〜,九州のことば,Kyuushuu dialect
九州,九州の〜,九州のフルーツ,fruits of Kyuushuu
九州,九州の〜,九州の人,people of Kyuushuu
九州,九州に〜,九州にある,to be in Kyuushuu
九州,九州に〜,九州に行く,to go to Kyuushuu
九州,九州に〜,九州にいる,to be in Kyuushuu
土地,土地を〜,土地をさがす,to look for land
土地,土地を〜,土地をもつ,to own land
土地,土地を〜,土地を見る,to look at land
土地,土地〜,土地不足,land shortage
土地,土地〜,土地活用,"land use, optimal land use"
土地,土地〜,土地えらび,choosing a plot of land
土地,〜の土地,他人の土地,other people's land
土地,〜の土地,他の土地,other land
土地,〜の土地,自分の土地,one's own land
土地,土地の〜,土地の活用,"land use, land improvement"
土地,土地の〜,土地の人,"local resident, native of the area"
土地,土地の〜,土地の形,land shape
生活,〜の生活,ふだんの生活,usual lifestyle
生活,〜の生活,日々の生活,everyday life
生活,〜の生活,人々の生活,people's daily lives
生活,〜生活,サラリーマン生活,salaryman life
生活,〜生活,テント生活,tent life
生活,〜生活,大学生活,university life
生活,生活の〜,生活のルール,rules of life
生活,生活の〜,生活のあり方,way of life
生活,生活の〜,生活のリズム,the rhythm of one's daily life
生活,生活〜,生活レベル,standard of living
生活,生活〜,生活リズム,the rhythm of one’s daily life
生活,生活〜,生活スタイル,lifestyle
生活,生活を〜,生活をおくる,to lead some kind of life
生活,生活を〜,生活をつづける,to continue living
生活,生活を〜,生活をする,"to live, to make a living"
長い,〜長い,とても長い,very long
長い,〜長い,少し長い,little long
長い,〜長い,かなり長い,considerably long
長い,〜が長い,ツメが長い,nails are long
長い,〜が長い,毛が長い,hair is long
長い,〜が長い,はなしが長い,"story is long, talk is long"
長い,長い〜,長い年月,many years
長い,長い〜,長い人生,long life
長い,長い〜,長いあいだ,a long interval of time
長い,〜は長い,人生は長い,life is long
長い,〜は長い,十年は長い,ten years is long
長い,〜は長い,先は長い,long road ahead
宝くじ,宝くじが〜,宝くじがある,there is a lottery ticket
宝くじ,宝くじが〜,宝くじが外れる,to not win the lottery
宝くじ,宝くじが〜,宝くじが当たる,to win the lottery
宝くじ,宝くじに〜,宝くじにチャレンジする,to give the lottery a go
宝くじ,宝くじに〜,宝くじに当たる,to win the lottery
宝くじ,宝くじに〜,宝くじに外れる,to not win the lottery
宝くじ,宝くじを〜,宝くじを引く,to draw a lottery ticket
宝くじ,宝くじを〜,宝くじをもらう,to receive a lottery ticket
宝くじ,宝くじを〜,宝くじをする,to play the lottery
小文字,〜小文字,半角小文字,half-width lowercase letters
小文字,〜小文字,全て小文字,all lowercase
小文字,〜小文字,大文字小文字,uppercase lowercase
小文字,小文字を〜,小文字をつかう,to use lowercase
小文字,小文字を〜,小文字を入力する,to enter lowercase letters
小文字,小文字を〜,小文字を用いる,to utilize lowercase letters
地図,地図〜,地図データ,map data
地図,地図〜,地図上,on the map
地図,地図〜,地図づくり,mapmaking
地図,〜の地図,町の地図,map of the town
地図,〜の地図,宝の地図,treasure map
地図,〜の地図,下の地図,the map below
地図,地図を〜,地図を作る,to make a map
地図,地図を〜,地図を広げる,to spread out a map
地図,地図を〜,地図を見る,to look at a map
草地,草地に〜,草地にいる,to be in a meadow
草地,草地に〜,草地に生える,to grow in a meadow
草地,草地に〜,草地にある,to be in a meadow
草地,草地が〜,草地がある,there is a meadow
草地,草地が〜,草地が見える,can see a meadow
草地,草地が〜,草地がない,there's no meadow
水星,水星の〜,水星のそば,near Mercury
水星,水星の〜,水星の大きさ,the size of Mercury
水星,水星の〜,水星のクレーター,Mercury's craters
中東,中東の〜,中東の人気スポット,popular spot in the Middle East
中東,中東の〜,中東の人々,people of the Middle East
中東,中東の〜,中東の国,Middle Eastern countries
中東,中東に〜,中東に行く,to go to the Middle East
中東,中東に〜,中東にある,to be in the Middle East
中東,中東に〜,中東に多い,there are many in the Middle East
死亡,死亡〜,死亡データ,mortality data
死亡,死亡〜,死亡フラグ,"death flag (literary device), famous last words"
死亡,死亡〜,死亡リスク,risk of death
死亡,〜の死亡,人の死亡,person's death
死亡,〜の死亡,母の死亡,Mother's death
死亡,〜の死亡,父の死亡,Father's death
国宝,国宝に〜,国宝になる,to become a national treasure
国宝,国宝に〜,国宝にする,to make into a national treasure
国宝,国宝に〜,国宝になれる,to be able to become a national treasure
全国,全国〜,全国大会,"a national convention, a national sports competition"
全国,全国〜,全国ツアー,nationwide tour
全国,全国〜,全国レベル,national level
全国,全国の〜,全国の大学,universities nationwide
全国,全国の〜,全国のみなさん,everyone in the country
全国,全国の〜,全国のコンビニ,convenience stores nationwide
全国,全国に〜,全国に広がる,to spread throughout the nation
全国,全国に〜,全国にある,to be nationwide
全国,全国に〜,全国にいる,to be nationwide
首,首を〜,首を切る,"to fire someone, to behead"
首,首を〜,首をふる,to shake one's head
首,首を〜,首をかしげる,to tilt one's head in puzzlement
首,首に〜,首になる,to be fired
首,首に〜,首にする,to fire someone
首,首に〜,首にかける,to hang something around one's neck
首,首の〜,首の後ろ,behind the neck
首,首の〜,首のリンパ,lymph nodes in the neck
首,首の〜,首のいたみ,neck pain
夜,〜の夜,平日の夜,weeknight
夜,〜の夜,今日の夜,tonight
夜,〜の夜,冬の夜,winter night
夜,夜の〜,夜のしごと,night work
夜,夜の〜,夜の月,moon of the night
夜,夜の〜,夜の町,the town at night
夜,夜に〜,夜にする,to do at night
夜,夜に〜,夜に行う,to carry out at night
夜,夜に〜,夜になる,to become nighttime
直行,直行の〜,直行のリムジンバス,direct airport shuttle bus
直行,直行の〜,直行のチャーターフライト,direct charter flight
直行,直行の〜,直行のバス,nonstop bus
直行,〜直行,ホテル直行,straight to the hotel
直行,〜直行,シャワー直行,straight to the shower
直行,〜直行,トイレ直行,straight to the toilet
直行,直行〜,直行バス,direct bus
直行,直行〜,直行する,to go directly
直行,直行〜,直行シャトル,direct shuttle
足りない,〜が足りない,お金が足りない,not enough money
足りない,〜が足りない,メモリーが足りない,not enough memory
足りない,〜が足りない,何かが足りない,something is missing
ない,〜がない,やることがない,have nothing to do
ない,〜がない,お金がない,have no money
ない,〜がない,力がない,have no power
ない,〜はない,そんなことはない,it's not like that
ない,〜はない,大きいのはない,there isn't a big one
ない,〜はない,そんなものはない,"there isn't anything like that, don't have anything like that"
ない,〜ない,ほとんどない,there's almost none
ない,〜ない,あまりない,there isn't much
ない,〜ない,まったくない,there isn't any
年上,年上に〜,年上にあこがれる,to admire an older person
年上,年上に〜,年上に見える,to appear older
年上,年上に〜,年上になる,to become the older person
年上,〜年上,二つ年上,two years older
年上,〜年上,一つ年上,one year older
年上,〜年上,三つ年上,three years older
年上,年上の〜,年上の人,an older person
年上,年上の〜,年上の友人,an older friend
年上,年上の〜,年上の子,an older child
姉,姉が〜,姉がいる,to have an older sister
姉,姉が〜,姉が来る,sister comes
姉,姉が〜,姉がくれる,sister gives me
姉,姉の〜,姉のうち,sister's house
姉,姉の〜,姉の子,sister's child
姉,姉の〜,姉のすがた,the figure of one's sister
姉,〜の姉,二人の姉,two sisters
姉,〜の姉,上の姉,the elder of older sisters
姉,〜の姉,下の姉,the younger of older sisters
お姉さん,お姉さんの〜,お姉さんのかお,Older Sister's face
お姉さん,お姉さんの〜,お姉さんの声,Older Sister's voice
お姉さん,お姉さんの〜,お姉さんのネックレス,Older Sister's necklace
お姉さん,お姉さんが〜,お姉さんがする,Older Sister does something
お姉さん,お姉さんが〜,お姉さんがくれる,Older Sister gives me something
お姉さん,お姉さんが〜,お姉さんがいる,Older Sister is here
一歩,一歩〜,一歩ずつ,one step at a time
一歩,一歩〜,一歩一歩,"step by step, one step at a time"
一歩,一歩〜,一歩ごと,"at every step, with every step"
一歩,一歩も〜,一歩も歩かない,not walk a step
一歩,一歩も〜,一歩もゆずらない,not give an inch
一歩,一歩も〜,一歩も歩けない,cannot walk a step
元,元に〜,元にもどる,to return to the original state
元,元に〜,元にもどせる,can change something back to the way it was
元,元に〜,元にもどす,to return something to its original state
元,元の〜,元のかたち,the original shape
元,元の〜,元のはなし,the original story
元,元の〜,元のデータ,the original data
海外,海外で〜,海外でできる,"to be able to do overseas, to be established overseas"
海外,海外で〜,海外で生活する,to live overseas
海外,海外で〜,海外ではたらく,to work overseas
海外,海外に〜,海外に出る,to go overseas
海外,海外に〜,海外にいる,to be overseas
海外,海外に〜,海外に行く,to go overseas
海外,海外〜,海外ドラマ,overseas TV drama
海外,海外〜,海外メディア,overseas media
海外,海外〜,海外生活,overseas life
海外,海外の〜,海外の人,foreigner
海外,海外の〜,海外の大学,overseas university
海外,海外の〜,海外の会社,overseas company
平安,平安な〜,平安な心,peaceful mind
平安,平安な〜,平安な日々,peaceful days
平安,平安な〜,平安な生活,a peaceful life
私生活,私生活を〜,私生活を知る,to learn about another's personal life
私生活,私生活を〜,私生活をのぞく,to peek into one's personal life
私生活,私生活を〜,私生活を見せる,to show one's personal life
私生活,〜の私生活,人の私生活,people's personal lives
私生活,〜の私生活,ふだんの私生活,everyday personal life
私生活,〜の私生活,モデルの私生活,model's personal life
午後,午後〜,午後3:00,3:00 p.m.
午後,午後〜,午後クラス,afternoon class
午後,午後〜,午後ティー,afternoon tea
午後,午後に〜,午後にする,to do something in the afternoon
午後,午後に〜,午後に行く,to go in the afternoon
午後,午後に〜,午後になる,to become afternoon
午後,〜の午後,平日の午後,weekday afternoon
午後,〜の午後,今日の午後,this afternoon
午後,〜の午後,冬の午後,winter's afternoon
午後,午後の〜,午後のおやつ,afternoon snack
午後,午後の〜,午後の2:00,2:00 p.m.
午後,午後の〜,午後のスケジュール,afternoon schedule
点,〜点,その点,that point
点,〜点,この点,this point
点,〜点,そういう点,that kind of point
点,点を〜,点をつける,to grade papers
点,点を〜,点をむすぶ,to connect points
点,点を〜,点をもらう,"to receive a point, to receive a score"
豚肉,〜の豚肉,こだわりの豚肉,our specialty pork
豚肉,〜の豚肉,地元の豚肉,local pork
豚肉,〜の豚肉,生の豚肉,raw pork
豚肉,豚肉の〜,豚肉のソーセージ,pork sausage
豚肉,豚肉の〜,豚肉のいためもの,pork stir-fry
豚肉,豚肉の〜,豚肉のうまみ,umami of pork
豚肉,豚肉を〜,豚肉を入れる,to add pork
豚肉,豚肉を〜,豚肉をつかう,to use pork
豚肉,豚肉を〜,豚肉を食べる,to eat pork
私立,私立の〜,私立の大学,private university
私立,私立の〜,私立の先生,private teacher
私立,私立の〜,私立の女子大,private women's college
私立,私立〜,私立カレッジ,private college
私立,私立〜,私立女子大,private women's college
私立,私立〜,私立大学,private university
車両,車両の〜,車両のドア,vehicle door
車両,車両の〜,車両の走行,driving the vehicle
車両,車両の〜,車両のナンバー,vehicle's license plate number
車両,車両が〜,車両が走る,the vehicle runs
車両,車両が〜,車両がある,there is a vehicle
車両,車両が〜,車両が止まる,the vehicle stops
車両,車両を〜,車両を走行する,to drive the vehicle
車両,車両を〜,車両を見る,to look at a car
車両,車両を〜,車両を止める,to stop the vehicle
安心,ご安心〜,ご安心を,don't worry
安心,ご安心〜,ご安心下さい,"please don't worry, please set your mind at ease"
安心,ご安心〜,ご安心してください,"please don't worry, please set your mind at ease"
