vocab,pattern_name,english,japanese
自動車,自動車に〜,自動車に乗せる,"to give someone a ride, to load something in a car"
自動車,自動車の〜,自動車のエンジン,car engine
自動車,自動車の〜,自動車のナンバー,car license plate number
自動車,自動車の〜,自動車の運転,driving a car
自動車,自動車〜,自動車保険,car insurance
自動車,自動車〜,自動車メーカー,car manufacturer
自動車,自動車〜,自動車学校,driving school
自動車,〜自動車,電気自動車,electric car
自動車,〜自動車,ガソリン自動車,gasoline-powered car
自動車,〜自動車,中古自動車,used car
自動車,自動車を〜,自動車を運転する,to drive a car
自動車,自動車を〜,自動車を使う,to use a car
自動車,自動車を〜,自動車を使用する,to utilize a car
作品,作品を〜,作品を作る,to create a work
作品,作品を〜,作品を見る,to look at a work
作品,作品を〜,作品を読む,to read a work
作品,〜作品,本作品,this work
作品,〜作品,三作品,three works
作品,〜作品,文学作品,work of literature
作品,〜の作品,自分の作品,one's own work
作品,〜の作品,一つの作品,one work
作品,〜の作品,他の作品,another work
弁当,弁当を〜,弁当を食べる,to eat a bento
弁当,弁当を〜,弁当を作る,to make a bento
弁当,弁当を〜,弁当を買う,to buy a bento
弁当,〜弁当,コンビニ弁当,convenience store bento
弁当,〜弁当,手作り弁当,homemade bento
弁当,〜弁当,仕出し弁当,catered boxed lunch
弁当,弁当〜,弁当箱,bento box
弁当,弁当〜,弁当屋,a bento shop
弁当,弁当〜,弁当作り,bento-making
弁当,弁当の〜,弁当のおかず,the dishes accompanying rice in a bento
弁当,弁当の〜,弁当の中身,the contents of a bento
弁当,弁当の〜,弁当の注文,an order for a bento
箱,箱に〜,箱に入れる,to put into a box
箱,箱に〜,箱に入る,to fit in a box
箱,箱に〜,箱につめる,to pack into a box
箱,〜の箱,木の箱,wooden box
箱,〜の箱,一つの箱,one box
箱,〜の箱,タバコの箱,a box of cigarettes
箱,箱を〜,箱を開ける,to open a box
箱,箱を〜,箱を作る,to make a box
箱,箱を〜,箱を持つ,to hold a box
新品,新品の〜,新品のバッテリー,a brand new battery
新品,新品の〜,新品の電池,a brand new battery
新品,新品の〜,新品の場合,in the case of a brand new product
新品,新品〜,新品同様,like-new
新品,新品〜,新品パーツ,brand new parts
新品,新品〜,新品みたい,like-new
新品,新品に〜,新品にする,"to decide to go with a brand new item, to make into a brand new item"
新品,新品に〜,新品にかえる,to exchange for a brand new item
新品,新品に〜,新品に見える,to look brand new
新品,新品を〜,新品を買う,to buy a brand new item
新品,新品を〜,新品を使う,to use a brand new item
新品,新品を〜,新品を使用する,to utilize a brand new item
仏典,仏典に〜,仏典にある,in the Buddhist Scriptures
仏典,仏典に〜,仏典に見られる,can be seen in the Buddhist Scriptures
仏典,仏典に〜,仏典に出てくる,appears in the Buddhist Scriptures
仏典,仏典を〜,仏典を読む,to read the Buddhist Scriptures
仏典,仏典を〜,仏典を学ぶ,to study the Buddhist Scriptures
仏典,仏典を〜,仏典を見る,"to look at the Buddhist Scriptures, to look in the Buddhist Scriptures"
天井,〜の天井,相場の天井,"the ceiling for the stock market, the ceiling for a market"
天井,〜の天井,ガラスの天井,glass ceiling
天井,〜の天井,家の天井,ceiling of a house
天井,〜の天井,部屋の天井,ceiling of a room
天井,天井に〜,天井につるす,to hang from the ceiling
天井,天井に〜,天井に取り付ける,"to affix to the ceiling, to install on the ceiling"
天井,天井に〜,天井にある,to be on the ceiling
天井,天井に〜,天井にいる,to be on the ceiling
字典,〜字典,漢字字典,kanji dictionary
字典,〜字典,漢和字典,kanji and kanji compound dictionary with Japanese definitions
字典,〜字典,英和字典,English-Japanese dictionary
古典的,古典的な〜,古典的な美人,a classical beauty
古典的,古典的な〜,古典的な冗談,a classic joke
古典的,古典的な〜,古典的な物語,a classical tale
全治,全治〜,全治一週間,full recovery in one week
全治,全治〜,全治三ヶ月,full recovery in three months
全治,全治〜,全治一年,full recovery in one year
関心,関心が〜,関心がある,to be interested
関心,関心が〜,関心がない,to have no interest
関心,関心が〜,関心が高まる,to become more interested
関心,関心を〜,関心を持つ,to have an interest
関心,関心を〜,関心を高める,to enhance interest
関心,関心を〜,関心を集める,to attract interest
関心,ご関心,ご関心,interest (humble)
関心,〜の関心,国民の関心,the interest of the public
関心,〜の関心,自分の関心,one's own interest
関心,〜の関心,人々の関心,people's interest
関係,〜関係,人間関係,"human relationships, related to humans"
関係,〜関係,対人関係,interpersonal relations
関係,〜関係,仕事関係,related to work
関係,〜関係,事実関係,relation to truth
関係,関係を〜,関係を作る,to establish a relationship
関係,関係を〜,関係を持つ,"to have relations with someone, to have connections with"
関係,関係を〜,関係を考える,to consider the relationship
関係,関係〜,関係者,person who is involved with something
関係,関係〜,関係性,"relation, relationship"
関係,関係〜,関係上,"in light of a relationship, in terms of a relationship"
関係,〜の関係,仕事の関係,"business relations, relating to work"
関係,〜の関係,時間の関係,relating to time
関係,〜の関係,二人の関係,the relationship between the two
関係,関係が〜,関係がある,there is a relationship
関係,関係が〜,関係ができる,to establish a relationship
関係,関係が〜,関係が分かる,"to learn what the relationship is, to understand the relationship"
関係,ご関係,ご関係,relationship
保守的,保守的な〜,保守的な考え,"conservative views, conservative thinking"
保守的,保守的な〜,保守的な人,a conservative person
保守的,保守的な〜,保守的な性格,a conservative nature
取材,取材を〜,取材をする,"to conduct an interview, to gather data"
取材,取材を〜,取材を受ける,to be interviewed
取材,取材を〜,取材を行う,"to conduct an interview, to gather data"
取材,取材〜,取材活動,reporting activities
取材,取材〜,取材記事,"a news article, an article by a reporter"
取材,取材〜,取材相手,interviewee
取材,取材に〜,取材に行く,"to go to interview someone, to go cover an event"
取材,取材に〜,取材に来る,"to come to cover a story, to come to interview someone"
取材,取材に〜,取材に答える,to respond to a request to interview
取材,〜の取材,今回の取材,this interview
取材,〜の取材,マスコミの取材,media coverage
取材,〜の取材,テレビの取材,television coverage
下品,下品な〜,下品な言葉,a crude word
下品,下品な〜,下品な言い方,a crude way of saying something
下品,下品な〜,下品な話,a crude story
下品,下品に〜,下品になる,to become crude
下品,下品に〜,下品に見える,to look crude
下品,下品に〜,下品に聞こえる,to sound crude
下品,〜下品,ちょっと下品,a bit crude
下品,〜下品,少し下品,a little crude
下品,〜下品,とても下品,very crude
危ない,危ない〜,危ない事,"a dangerous matter, a dangerous thing"
危ない,危ない〜,危ない所,a dangerous place
危ない,危ない〜,危ない物,a dangerous item
危ない,〜が危ない,命が危ない,one's life is in danger
危ない,〜が危ない,京都が危ない,Kyoto is dangerous
危ない,〜が危ない,私の方が危ない,"I'm in more danger, I'm more dangerous"
危ない,〜危ない,ちょっと危ない,a bit dangerous
危ない,〜危ない,かなり危ない,considerably dangerous
危ない,〜危ない,とても危ない,very dangerous
危ない,〜に危ない,本当に危ない,really dangerous
危ない,〜に危ない,実に危ない,truly dangerous
危ない,〜に危ない,見た目以上に危ない,more dangerous than it looks
危ない,〜は危ない,これは危ない,this is dangerous
危ない,〜は危ない,夜は危ない,it is dangerous at night
危ない,〜は危ない,ここは危ない,it is dangerous here
曜日,〜曜日,月曜日,Monday
曜日,〜曜日,日曜日,Sunday
曜日,〜曜日,木曜日,Thursday
悪化,悪化を〜,悪化をもたらす,brings deterioration
悪化,悪化を〜,悪化を止める,stops deterioration
悪化,悪化を〜,悪化を起こす,generates deterioration
悪化,悪化が〜,悪化が大きい,deterioration is extensive
悪化,悪化が〜,悪化が早い,deterioration is fast
悪化,悪化が〜,悪化がない,there's no deterioration
悪化,〜の悪化,クオリティの悪化,decline of quality
悪化,〜の悪化,病気の悪化,progression of a disease
悪化,〜の悪化,治安の悪化,decline of public safety
悪化,〜悪化,関係悪化,deterioration of relations
悪化,〜悪化,治安悪化,decline in public safety
悪化,〜悪化,体調悪化,deterioration in health condition
〜弁,〜弁,大阪弁,Osaka dialect
〜弁,〜弁,東京弁,Tokyo dialect
〜弁,〜弁,京都弁,Kyoto dialect
辞典,〜辞典,国語辞典,a Japanese-language dictionary
辞典,〜辞典,英和辞典,an English-Japanese dictionary
辞典,〜辞典,用語辞典,"a dictionary of terminology, a glossary"
辞典,辞典を〜,辞典を引く,to look up in a dictionary
辞典,辞典を〜,辞典を使う,to use a dictionary
辞典,辞典を〜,辞典を見る,"to look at a dictionary, to look in a dictionary"
辞典,辞典で〜,辞典で調べる,to look up with a dictionary 
辞典,辞典で〜,辞典で引く,to look up with a dictionary
辞典,辞典で〜,辞典で見る,to see in a dictionary
辞書,辞書を〜,辞書を引く,to look up in a dictionary
辞書,辞書を〜,辞書を使う,to use a dictionary
辞書,辞書を〜,辞書を見る,"to look at a dictionary, to look in a dictionary"
辞書,辞書に〜,辞書にのっている,to be listed in a dictionary
辞書,辞書に〜,辞書にある,to be listed in a dictionary
辞書,辞書に〜,辞書に出ている,to be listed in a dictionary
辞書,辞書で〜,辞書で調べる,to look up with a dictionary
辞書,辞書で〜,辞書で引く,to look up with a dictionary
辞書,辞書で〜,辞書で見る,to see in a dictionary
事典,〜事典,用語事典,"dictionary of terminology, glossary"
事典,〜事典,国語事典,Japanese-language dictionary
事典,〜事典,医学事典,medical dictionary
事典,事典を〜,事典を読む,to read an encyclopedia
事典,事典を〜,事典を作る,to create an encyclopedia
事典,事典を〜,事典を見る,"to look at an encyclopedia, to look in an encyclopedia"
証,〜な証,大切な証,important proof
証,〜な証,幸せな証,a sign of happiness
証,〜な証,元気な証,a sign of good health
証,〜の証,努力の証,proof of one's efforts
証,〜の証,親友の証,proof that someone is a close friend
証,〜の証,自分の生きた証,proof that one has lived
遠足,〜の遠足,春の遠足,a spring excursion
遠足,〜の遠足,小学校の遠足,elementary school trip
遠足,〜の遠足,学校の遠足,school trip
遠足,遠足に〜,遠足に行く,to go on an excursion
遠足,遠足に〜,遠足に出かける,to go out on an excursion
遠足,遠足に〜,遠足に来る,to come on an excursion
遠足,〜遠足,親子遠足,parent and child excursion
遠足,〜遠足,バス遠足,bus excursion
遠足,〜遠足,全校遠足,school-wide trip
遠足,遠足の〜,遠足の前,before the excursion
遠足,遠足の〜,遠足のおやつ,snack for the excursion
遠足,遠足の〜,遠足の目的,the goal of an excursion
生存,生存〜,生存者,a survivor
生存,生存〜,生存期間,"survival period (of an organism or person with a given disease), lifetime (of computer memory or data)"
生存,生存〜,生存数,number of survivors
生存,生存を〜,生存を支える,to support someone or something's existence
生存,生存を〜,生存をつづける,to continue existing
生存,生存を〜,生存を保持する,to maintain someone or something's existence
急行,急行〜,急行電車,express train
急行,急行〜,急行列車,express train
急行,急行〜,急行料金,express train fare
外面,外面を〜,外面を見る,"to look at the exterior, to judge by appearances"
外面,外面を〜,外面をかざる,to decorate the exterior
外面,外面を〜,外面をみがく,to polish the exterior
外面,外面に〜,外面に出る,to appear on the surface
外面,外面に〜,外面に引き出す,to bring something out to the surface
外面,外面に〜,外面にもれる,"to come out to the surface, to leak onto the exterior"
外面,外面〜,外面的,"external, superficial"
外面,外面〜,外面上,on the surface level
外面,〜の外面,自分の外面,one's own external appearance
外面,〜の外面,人間の外面,the outward appearance of humans
外面,〜の外面,レンズの外面,the outer surface of a lens
顔面,顔面の〜,顔面のいたみ,facial pain
顔面,顔面の〜,顔面のキズ,facial injury
顔面,顔面の〜,顔面のしびれ,facial numbness
顔面,顔面に〜,顔面にある,to be on one's face
顔面,顔面に〜,顔面にできる,"to develop on one's face, can make into a face"
顔面,顔面に〜,顔面に当たる,"something touches one's face, something strikes one's face"
顔面,顔面を〜,顔面をなぐる,to punch someone's face
顔面,顔面を〜,顔面を強打する,to deliver a heavy blow to someone's face
顔面,顔面を〜,顔面を打つ,to hit one's face
不合格,不合格に〜,不合格になる,"to fail a test, to be rejected"
不合格,不合格に〜,不合格にする,"to fail someone on a test, to reject someone"
不合格,不合格に〜,不合格になってしまう,"to fail a test, to be rejected"
不合格,不合格と〜,不合格となる,"to fail a test, to be rejected"
不合格,不合格と〜,不合格とする,"to fail someone on a test, to reject someone"
不合格,不合格と〜,不合格となってしまう,"to fail a test, to be rejected"
遠い,遠い〜,遠い所,a faraway place
遠い,遠い〜,遠い場所,a faraway place
遠い,遠い〜,遠い昔,a long time ago
遠い,〜から遠い,東京から遠い,far from Tokyo
遠い,〜から遠い,家から遠い,far from home
遠い,〜から遠い,駅から遠い,far from the train station
遠い,〜が遠い,耳が遠い,hard of hearing
遠い,〜が遠い,実家が遠い,one's parents' home is far away
遠い,〜が遠い,音が遠い,the sound is far away
遠い,〜は遠い,英国は遠い,Britain is far away
遠い,〜は遠い,道は遠い,a long way to go
遠い,〜は遠い,先は遠い,a long way to go
お世辞,お世辞を〜,お世辞を言う,to flatter
お世辞,お世辞を〜,お世辞を使う,to use flattery
お世辞,お世辞を〜,お世辞をならべる,to shower with flattering words
ふわふわ,ふわふわと〜,ふわふわとしている,to be fluffy
ふわふわ,ふわふわと〜,ふわふわとただよう,"to waft, to float"
ふわふわ,ふわふわ〜,ふわふわとぶ,"to waft, to fly gently through the air"
ふわふわ,ふわふわ〜,ふわふわうく,"to waft, to float"
ふわふわ,ふわふわ〜,ふわふわしている,to be fluffy
折り目,折り目を〜,折り目を付ける,to make a crease
折り目,折り目を〜,折り目を入れる,to put in a crease
折り目,折り目を〜,折り目を正す,to make one's behavior proper
折り目,折り目が〜,折り目が付く,to get a crease
折り目,折り目が〜,折り目が消える,a crease disappears
折り目,折り目が〜,折り目がある,there is a crease
前面,前面に〜,前面に出す,"to bring something to the fore, to emphasize something"
前面,前面に〜,前面に出る,to come to the fore
前面,前面に〜,前面におし出す,"to push something to the fore, to emphasize something"
前面,〜の前面,体の前面,front of the body
前面,〜の前面,太ももの前面,front of the thigh
前面,〜の前面,身体の前面,front of the body
前面,〜前面,本体前面,"front part of the main unit (electronics, machinery)"
前面,〜前面,車体前面,front of the body of a car
前面,〜前面,体前面,front of the body
基本的,基本的に〜,基本的に多い,there are fundamentally a lot of something
基本的,基本的に〜,基本的に高い,"fundamentally expensive, fundamentally tall"
基本的,基本的に〜,基本的に下手,fundamentally bad at something
基本的,基本的な〜,基本的な事,a basic matter
基本的,基本的な〜,基本的な物,the basics
基本的,基本的な〜,基本的なルール,a basic rule
ゴミ箱,ゴミ箱に〜,ゴミ箱に入れる,to put in a garbage can
ゴミ箱,ゴミ箱に〜,ゴミ箱にすてる,to throw away in a garbage can
ゴミ箱,ゴミ箱に〜,ゴミ箱に入る,to fit in a garbage can
ゴミ箱,ゴミ箱が〜,ゴミ箱がある,there is a garbage can
ゴミ箱,ゴミ箱が〜,ゴミ箱が要る,to need a garbage can
ゴミ箱,ゴミ箱が〜,ゴミ箱がほしい,to want a garbage can
門,門を〜,門をたたく,"to knock on a gate, to ask to become an apprentice"
門,門を〜,門を入る,to enter through a gate
門,門を〜,門を出る,to leave through a gate
門,〜の門,家の門,front gate of a house
門,〜の門,学校の門,school gate
門,〜の門,天国の門,the gates of heaven
門,門の〜,門の前,in front of the gate
門,門の〜,門の外,outside of the gate
門,門の〜,門の下,"at the gate, underneath the gate"
幸運,幸運に〜,幸運にめぐまれる,to be blessed with good fortune
幸運,幸運に〜,幸運になる,to become fortunate
幸運,幸運に〜,幸運に思う,to think that something is fortunate
幸運,幸運を〜,幸運をもたらす,to bring good luck
幸運,幸運を〜,幸運を運ぶ,to bring good luck
幸運,幸運を〜,幸運をつかむ,to get a lucky break
幸運,幸運な〜,幸運な事,a lucky thing
幸運,幸運な〜,幸運な人,a lucky person
幸運,幸運な〜,幸運な出会い,a fortunate encounter
幸運,幸運の〜,幸運の女神,goddess of fortune
幸運,幸運の〜,幸運の星,lucky star
幸運,幸運の〜,幸運の神様,god of fortune
政府,政府の〜,政府の立場,the government's position
政府,政府の〜,政府の発表,the government's announcement
政府,政府の〜,政府の仕事,the work of the government
政府,政府が〜,政府がする,the government does
政府,政府が〜,政府がお行う,the government carries out
政府,政府が〜,政府がやる,the government does
政府,〜政府,日本政府,the Japanese government
政府,〜政府,中央政府,the central government
政府,〜政府,地方政府,"the local government, the regional government"
卒業式,卒業式に〜,卒業式に出る,to be at the graduation ceremony
卒業式,卒業式に〜,卒業式に行く,to go to the graduation ceremony
卒業式,卒業式に〜,卒業式に泣く,to cry at the graduation ceremony
卒業式,卒業式が〜,卒業式がある,there is a graduation ceremony
卒業式,卒業式が〜,卒業式が中止される,graduation ceremony gets cancelled
卒業式,卒業式が〜,卒業式が行われる,graduation ceremony is carried out
卒業式,卒業式を〜,卒業式を行う,to hold a graduation ceremony 
卒業式,卒業式を〜,卒業式を中止する,to cancel a graduation ceremony
卒業式,卒業式を〜,卒業式を終える,to finish a graduation ceremony
食料品,食料品を〜,食料品を買う,to buy groceries
食料品,食料品を〜,食料品をそろえる,to procure all necessary groceries
食料品,食料品を〜,食料品を買いこむ,to stock up on groceries
食料品,食料品が〜,食料品がある,there are groceries
食料品,食料品が〜,食料品がない,there isn't any foodstuff
食料品,食料品が〜,食料品が要る,groceries are needed
地面,地面に〜,地面に落ちる,"to fall to the ground, something falls to the ground"
地面,地面に〜,地面に落とす,to drop something onto the ground
地面,地面に〜,地面におく,to put something onto the ground
地面,地面を〜,地面をはう,to crawl on the ground
地面,地面を〜,地面を歩く,to walk on the ground
地面,地面を〜,地面を見る,to look at the ground
地面,地面から〜,地面から生える,to grow out of the ground
地面,地面から〜,地面から出る,to come out of the ground
地面,地面から〜,地面からのびる,to extend from the ground
地面,地面が〜,地面がゆれる,the ground shakes
地面,地面が〜,地面がぬれる,the ground gets wet
地面,地面が〜,地面が見える,can see the ground
保証,保証〜,保証人,guarantor
保証,保証〜,保証金,"security deposit, guaranty money"
保証,保証〜,保証期間,warranty period
保証,〜保証,メーカー保証,manufacturer's warranty
保証,〜保証,返金保証,money-back guarantee
保証,〜保証,動作保証,operation guarantee (of a product)
保証,保証を〜,保証をする,to guarantee
保証,保証を〜,保証を行う,to implement a warranty
保証,保証を〜,保証を受ける,to receive a guarantee
阪神,阪神〜,阪神タイガース,the Hanshin Tigers (baseball team)
阪神,阪神〜,阪神電車,the Hanshin Electric Railway
阪神,阪神〜,阪神高速,the Hanshin Expressway
幸福,幸福に〜,幸福になる,to become happy
幸福,幸福に〜,幸福にする,to make happy
幸福,幸福に〜,幸福になれる,can become happy
幸福,幸福を〜,幸福をもたらす,to bring happiness
幸福,幸福を〜,幸福を感じる,to feel happiness
幸福,幸福を〜,幸福を願う,to wish for happiness
幸福,幸福な〜,幸福な人生,a happy life
幸福,幸福な〜,幸福な生活,a happy existence
幸福,幸福な〜,幸福な家庭,a happy family
幸福,〜の幸福,人間の幸福,human happiness
幸福,〜の幸福,人々の幸福,people's happiness
幸福,〜の幸福,自分の幸福,one's own happiness
幸せ,幸せに〜,幸せになる,to become happy
幸せ,幸せに〜,幸せになれる,can become happy
幸せ,幸せに〜,幸せにくらす,to live happily
幸せ,幸せな〜,幸せな事,happy things
幸せ,幸せな〜,幸せな気持ち,a happy feeling
幸せ,幸せな〜,幸せな人生,a happy life
幸せ,幸せを〜,幸せを感じる,to feel happiness
幸せ,幸せを〜,幸せをつかむ,to attain happiness
幸せ,幸せを〜,幸せを願う,to wish for happiness
幸せ,〜の幸せ,自分の幸せ,one's own happiness
幸せ,〜の幸せ,本当の幸せ,true happiness
幸せ,〜の幸せ,人の幸せ,the happiness of others
不完全,不完全な〜,不完全な人間,an imperfect human being
不完全,不完全な〜,不完全なデータ,incomplete data
不完全,不完全な〜,不完全な形,an incomplete form
不治,不治の〜,不治のガン,incurable cancer
不治,不治の〜,不治の病気,incurable disease
不治,不治の〜,不治の病,incurable disease
保険,〜保険,社会保険,social insurance
保険,〜保険,ガン保険,cancer insurance
保険,〜保険,生命保険,life insurance
保険,保険の〜,保険の見直し,reconsideration of an insurance policy
保険,保険の〜,保険の仕組み,how the insurance is set up
保険,保険の〜,保険の選び方,how to choose insurance
保険,保険に〜,保険に入る,to get insured
保険,保険に〜,保険に入れる,can get insured
保険,保険に〜,保険に上乗せする ,to add on to one's insurance policy
保険,保険を〜,保険を使う,to use one's insurance
保険,保険を〜,保険を選ぶ,to choose insurance
保険,保険を〜,保険をかける,to take out insurance on something or someone
面白い,面白い〜,面白い事,interesting matter
面白い,面白い〜,面白い物,interesting thing
面白い,面白い〜,面白い所,interesting place
面白い,〜面白い,とても面白い,very amusing
面白い,〜面白い,中々面白い,pretty amusing
面白い,〜面白い,ちょっと面白い,a bit amusing
面白い,〜が面白い,話が面白い,"the story is interesting, the conversation is interesting"
面白い,〜が面白い,仕事が面白い,work is interesting
面白い,〜が面白い,自体が面白い,something is interesting in and of itself
冗談,冗談を〜,冗談を言う,to say a joke
冗談,冗談を〜,冗談を言い合う,to bandy jokes with one another
冗談,冗談を〜,冗談を交える,to mix in a joke
冗談,冗談で〜,冗談で言う,to speak in jest
冗談,冗談で〜,冗談でする,to do something as a joke
冗談,冗談で〜,冗談ですます,to pass something off as a joke
冗談,冗談〜,冗談半分,half in jest
冗談,冗談〜,冗談ぬき,"all kidding aside, seriously"
冗談,冗談〜,冗談交じり,"partly joking, with jokes mixed in"
冗談,〜冗談,悪い冗談,a bad joke
冗談,〜冗談,くだらない冗談,a stupid joke
冗談,〜冗談,きつい冗談,a harsh joke
関西,関西〜,関西出身,person from Kansai
関西,関西〜,関西弁,Kansai dialect
関西,関西〜,関西みやげ,souvenir from Kansai
関西,関西の〜,関西の人,person from Kansai
関西,関西の〜,関西の方言,Kansai dialect
関西,関西の〜,関西のおみやげ,souvenir from Kansai
関西,関西に〜,関西にいる,to be located in Kansai
関西,関西に〜,関西にある,to be located in Kansai
関西,関西に〜,関西に行く,to go to Kansai
図書館,〜図書館,学校図書館,school library
図書館,〜図書館,公共図書館,public library
図書館,〜図書館,中央図書館,central library
図書館,図書館の〜,図書館の本,library book
図書館,図書館の〜,図書館のカウンター,library counter
図書館,図書館の〜,図書館のホームページ,library home page
図書館,図書館に〜,図書館にある,to be at the library
図書館,図書館に〜,図書館に行く,to go to the library
図書館,図書館に〜,図書館に通う,to frequent a library
図書館,図書館で〜,図書館で勉強する,to study at the library
図書館,図書館で〜,図書館で読む,to read at the library
図書館,図書館で〜,図書館で調べる,to look into something at the library
特急,特急〜,特急列車,limited express train
特急,特急〜,特急料金,"rush fee for a service, fee for the limited express train"
特急,特急〜,特急電車,limited express train
特急,特急に〜,特急に乗る,to get on a limited express train
特急,特急に〜,特急に乗りかえる,to transfer to a limited express train
特急,特急に〜,特急に乗車する,to get on a limited express train
特急,特急が〜,特急が出る,the limited express train departs
特急,特急が〜,特急が走る,the limited express train runs
特急,特急が〜,特急が止まる,the limited express train stops
特急,特急で〜,特急で行く,to go somewhere on the limited express train
特急,特急で〜,特急で向かう,to head somewhere on the limited express train
特急,特急で〜,特急で帰る,to take the limited express train home
行列,行列が〜,行列ができる,a line is formed
行列,行列が〜,行列がある,there's a line
行列,行列を〜,行列を作る,to form a line
行列,行列を〜,行列を見る,to see a line
行列,行列を〜,行列を用いる,to utilize a matrix
行列,〜行列,長い行列,a long line
行列,〜行列,すごい行列,a very long line
行列,〜行列,ものすごい行列,an extremely long line
行列,〜の行列,人の行列,a line of people
行列,〜の行列,車の行列,a line of cars
行列,〜の行列,アリの行列,a line of ants
行列,〜の行列,トイレの行列,a line for the bathroom
荷物,荷物を〜,荷物を持つ,"to have luggage, to hold luggage"
荷物,荷物を〜,荷物をおく,"to put down luggage, to leave luggage"
荷物,荷物を〜,荷物をはこぶ,to carry luggage
荷物,荷物の〜,荷物の整理,to organize one's luggage
荷物,荷物の〜,荷物の受け取り,to receive luggage
荷物,荷物の〜,荷物の出し入れ,loading and unloading luggage
荷物,荷物が〜,荷物がある,there is luggage
荷物,荷物が〜,荷物がとどく,a package arrives
荷物,荷物が〜,荷物が来る,a package comes
仮面,仮面を〜,仮面をかぶる,to wear a mask
仮面,仮面を〜,仮面をつける,to put on a mask
