vocab,pattern_name,english,japanese
初めに,〜初めに,まず初めに,"to begin with, first of all"
銀行,銀行に〜,銀行にある,to be at a bank
銀行,銀行に〜,銀行にあずける,to deposit at a bank
銀行,銀行に〜,銀行に行く,to go to the bank
銀行,銀行の〜,銀行の支店,bank branch office
銀行,銀行の〜,銀行のカード,bank card
銀行,銀行の〜,銀行の仕事,"job at a bank, bank work"
彼氏,彼氏が〜,彼氏がいる,to have a boyfriend
彼氏,彼氏が〜,彼氏ができる,to get a boyfriend
彼氏,彼氏が〜,彼氏がくれる,a boyfriend gives it to me
彼氏,彼氏に〜,彼氏にもらう,to receive something from a boyfriend
彼氏,彼氏に〜,彼氏にする,to make someone one’s boyfriend
彼氏,彼氏に〜,彼氏になる,to become a boyfriend
彼氏,彼氏の〜,彼氏の家,one’s boyfriend’s house
彼氏,彼氏の〜,彼氏の気持ち,one’s boyfriend’s feelings
彼氏,彼氏の〜,彼氏の話,one’s boyfriend’s story
彼氏,〜の彼氏,今の彼氏,one’s current boyfriend
彼氏,〜の彼氏,前の彼氏,one’s previous boyfriend
彼氏,〜の彼氏,年上の彼氏,an older boyfriend
彼氏,彼氏と〜,彼氏と別れる,to break up with one’s boyfriend
彼氏,彼氏〜,彼氏さん,one’s boyfriend
橋,橋を〜,橋をわたる,to cross a bridge
橋,橋を〜,橋を作る,to build a bridge
橋,橋を〜,橋をかける,to build a bridge
橋,橋が〜,橋がある,there is a bridge
橋,橋が〜,橋が見える,can see a bridge
橋,橋が〜,橋ができる,a bridge is built
橋,橋の〜,橋の下,underneath the bridge
橋,橋の〜,橋の向こう,the other side of the bridge
橋,橋の〜,橋の手前,just before the bridge
賞金,賞金が〜,賞金がもらえる,can receive a cash prize
賞金,賞金が〜,賞金が出る,a cash prize is awarded
賞金,賞金が〜,賞金がある,there is a cash prize
賞金,賞金を〜,賞金をかせぐ,to earn prize money
賞金,賞金を〜,賞金をかける,"to offer a cash prize, to set a bounty on something"
賞金,賞金を〜,賞金をもらう,to receive prize money
事情,事情を〜,事情を聞く,"to ask about the circumstances, to hear what the circumstances are"
事情,事情を〜,事情を知る,"to learn the circumstances, to know the circumstances"
事情,事情を〜,事情を話す,to explain the circumstances
事情,事情が〜,事情がある,there are certain circumstances
事情,事情が〜,事情が分かる,to understand the circumstances
事情,事情が〜,事情がちがう,the circumstances are different
器,器を〜,器を使う,to use a container
器,器を〜,器を作る,to create a container
器,器を〜,器を持つ,to hold a container
器,器に〜,器にもる,to serve food in a bowl
器,器に〜,器に入れる,to put into a container
器,器に〜,器に入る,to fit in a container
器,器が〜,器が大きい,"one’s capacity is large, the container is large"
器,器が〜,器が小さい,"one’s capacity is small, the container is small"
器,器が〜,器がある,there is a container
大会,大会で〜,大会でたたかう,to fight in the tournament
大会,大会で〜,大会で走る,to run in a race
大会,大会で〜,大会で会う,to meet at a tournament
大会,大会で〜,大会で受賞する,"to win something at a tournament, to win an award at a conference"
大会,〜大会,スポーツ大会,a sports event
大会,〜大会,マラソン大会,a marathon
大会,〜大会,花火大会,a firework display
大会,〜大会,全国大会,"a national sports meet, a national convention"
大会,〜大会,世界大会,"a world tournament, a worldwide conference"
大会,大会に〜,大会に行く,"to go to a tournament, to go to a convention"
大会,大会に〜,大会に出る,to take part in a tournament
大会,大会に〜,大会にエントリーする,to enter a tournament
大会,大会に〜,大会に出場する,"to enter a competition, to participate in a competition"
大会,大会〜,大会スタッフ,"tournament staff, conference staff"
大会,大会〜,大会中止,"tournament cancellation, conference cancellation"
大会,大会の〜,大会のスケジュール,"tournament schedule, conference schedule"
大会,大会の〜,大会のプログラム,"tournament program, conference program"
大会,大会の〜,大会のパンフレット,"convention brochure, tournament brochure"
大会,大会の〜,大会の会場,event venue
暗い,〜が暗い,空が暗い,the sky is dark
暗い,〜が暗い,部屋が暗い,the room is dark
暗い,〜が暗い,辺りが暗い,"the area is dark, to be dark around someone"
暗い,〜暗い,少し暗い,a little dark
暗い,〜暗い,かなり暗い,quite dark
暗い,〜暗い,まだ暗い,still dark
暗い,暗い〜,暗い場所,a dark place
暗い,暗い〜,暗い所,a dark place
暗い,暗い〜,暗い色,a dark color
器用,器用な〜,器用な人間,a dextrous person
器用,器用な〜,器用な人,a dextrous person
器用,器用な〜,器用な方,on the dextrous side
器用,器用に〜,器用にこなす,to execute skillfully
器用,器用に〜,器用になる,to become dextrous
器用,器用に〜,器用に使う,to use skillfully
器用,〜器用,不器用,clumsy
疑問,疑問に〜,疑問に答える,to answer a question
疑問,疑問に〜,疑問に思う,to find doubtful
疑問,疑問に〜,疑問に感じる,to have doubts about something
疑問,疑問が〜,疑問が出る,a question is asked
疑問,疑問が〜,疑問が生じる,a question arises
疑問,疑問が〜,疑問がある,to have a question
疑問,疑問を〜,疑問を投げかける,to cast doubt on
疑問,疑問を〜,疑問を感じる,to feel doubtful
疑問,疑問を〜,疑問を持つ,"to have a question, to have doubts"
ワンピース,ワンピースを〜,ワンピースを着る,to put on a dress
ワンピース,ワンピースを〜,ワンピースを買う,to buy a dress
ワンピース,ワンピースを〜,ワンピースを着ている,to wear a dress
ワンピース,〜のワンピース,水色のワンピース,a light blue dress
ワンピース,〜のワンピース,ピンクのワンピース,a pink dress
ワンピース,〜のワンピース,黒のワンピース,a black dress
ワンピース,ワンピース〜,ワンピースみたい,like a dress
ワンピース,ワンピース〜,ワンピースドレス,a one-piece dress
ワンピース,ワンピース〜,ワンピースタイプ,one-piece type
ワンピース,ワンピースの〜,ワンピースのすそ,the hem of a dress
ワンピース,ワンピースの〜,ワンピースのスカート,the skirt of a dress
ワンピース,ワンピースの〜,ワンピースの下,under the dress
ワンピース,〜ワンピース,白いワンピース,a white dress
ワンピース,〜ワンピース,かわいいワンピース,a cute dress
ワンピース,〜ワンピース,シンプルなワンピース,a simple dress
ワンピース,ワンピースに〜,ワンピースに合う,something goes well with a dress
ワンピース,ワンピースに〜,ワンピースに着がえる,to change one's clothes to a dress
ワンピース,ワンピースに〜,ワンピースにする,"to turn something into a dress, to decide to get a dress"
ワンピース,ワンピースが〜,ワンピースが入る,the dress fits
ワンピース,ワンピースが〜,ワンピースが入らない,the dress doesn't fit
ワンピース,ワンピースが〜,ワンピースがある,there's a dress
ワンピース,ワンピースや～, ワンピースやスーツ,dresses and suits
ワンピース,ワンピースや～,ワンピースやスカート,dresses and skirts
酒好き,酒好きが〜,酒好きがいる,there is a drinker
酒好き,酒好きが〜,酒好きがえらぶ,"a drinker chooses, drinker's choice"
酒好き,酒好きが〜,酒好きが集まる,the drinkers gather
酒好き,酒好きの〜,酒好きの人,a drinker
酒好き,酒好きの〜,酒好きのお父さん,a father who likes to drink
酒好き,酒好きの〜,酒好きの父,a father who likes to drink
飲み会,飲み会に〜,飲み会に行く,to go to the drinking party
飲み会,飲み会に〜,飲み会にいる,to be at the drinking party
飲み会,飲み会に〜,飲み会に出る,to attend the drinking party
熱心,熱心に〜,熱心に聞く,to listen fervently
熱心,熱心に〜,熱心にする,to do something with zeal
熱心,熱心に〜,熱心に教える,to teach enthusiastically
熱心,熱心な〜,熱心な学生,an enthusiastic student
熱心,熱心な〜,熱心な先生,a dedicated teacher
熱心,熱心な〜,熱心なファン,an ardent fan
全然,全然〜,全然分からない,to not understand at all
全然,全然〜,全然ない,to not have any of something
全然,全然〜,全然ちがう,completely different
皆さん,〜の皆さん,スタッフの皆さん,all of the staff
皆さん,〜の皆さん,市民の皆さん,all the citizens of a city
皆さん,〜の皆さん,国民の皆さん,all the citizens of a country
皆さん,皆さんの〜,皆さんの声,everyone's voices
皆さん,皆さんの〜,皆さんの意見,everyone's opinions
皆さん,皆さんの〜,皆さんのおかげ,thanks to everyone
皆さん,皆さんに〜,皆さんに伝える,to convey to everyone
皆さん,皆さんに〜,皆さんにもらう,to receive from everyone
皆さん,皆さんに〜,皆さんにいただく,to receive from everyone
予想,予想が〜,予想が外れる,to have one's prediction be wrong
予想,予想が〜,予想ができる,can predict
予想,予想が〜,予想がつく,to be predictable
予想,予想〜,予想外,unexpected
予想,予想〜,予想通り,just as expected
予想,予想〜,予想以上,more than expected
予想,予想を〜,予想を立てる,to make a prediction
予想,予想を〜,予想を上回る,to exceed expectations
予想,予想を〜,予想をする,to make a prediction
表情,〜な表情,不安な表情,an anxious expression
表情,〜な表情,自然な表情,a natural expression
表情,〜な表情,様々な表情,various facial expressions
表情,表情を〜,表情を見せる,to show a facial expression
表情,表情を〜,表情をうかべる,to have a facial expression appear
表情,表情を〜,表情を作る,to make a facial expression
表情,〜の表情,顔の表情,facial expression
表情,〜の表情,人の表情,people's facial expressions
表情,〜の表情,相手の表情,the other person's facial expression
表情,表情が〜,表情が明るい,to have a cheerful expression
表情,表情が〜,表情がかわる,the facial expression changes
表情,表情が〜,表情がかたい,to have a rigid expression
料金,料金が〜,料金が発生する,"a charge applies, a charge is incurred"
料金,料金が〜,料金がかかる,there is a fee
料金,料金が〜,料金が上がる,the fee is raised
料金,料金を〜,料金をいただく,"to receive a fee, to charge a fee"
料金,料金を〜,料金を申し受ける,"to ask for fee payment, to receive a fee payment (humble)"
料金,料金を〜,料金をはらう,to pay a fee
料金,〜料金,公共料金,public utility bill
料金,〜料金,電気料金,electricity bill
料金,〜料金,水道料金,water bill
料金,料金〜,料金表,"a price list, a list of charges"
料金,料金〜,料金プラン,billing plan
料金,料金〜,料金システム,fee system
料金,ご料金,ご料金,the fee
感情,感情が〜,感情が高ぶる,emotions run high
感情,感情が〜,感情が出る,one's emotions come out
感情,感情が〜,感情がある,to have emotions
感情,感情を〜,感情を持つ,to have emotions
感情,感情を〜,感情をコントロールする,to control one's emotions
感情,感情を〜,感情を出す,to show one's emotions
感じ,〜な感じ,レトロな感じ,a retro vibe
感じ,〜な感じ,おしゃれな感じ,"a stylish feel, a stylish look"
感じ,〜な感じ,自然な感じ,looks natural
感じ,感じが〜,感じが悪い,"gives a bad impression, someone seems unpleasant"
感じ,感じが〜,感じがちがう,feels different
感じ,感じが〜,感じが良い,gives a good impression
感じ,〜感じ,こんな感じ,"like this, something like this"
感じ,〜感じ,いい感じ,"nice feeling, good impression"
感じ,〜感じ,そんな感じ,"just like that, something like that"
熱,熱が〜,熱が出る,to have a fever break out
熱,熱が〜,熱がある,to have a fever
熱,熱が〜,熱が下がる,the fever goes down
熱,熱を〜,熱を下げる,to lower a fever
熱,熱を〜,熱を持つ,"to gain heat, to feel warm"
熱,熱を〜,熱を出す,"to develop a fever, to emit heat"
指先,指先に〜,指先に付ける,to put something on one's fingertips
指先,指先に〜,指先に感じる,to feel something at one's fingertips
指先,指先に〜,指先に伝わる,to be transmitted to one's fingertips
指先,指先を〜,指先を使う,to use one's fingertips
指先,指先を〜,指先を向ける,to point one's fingertips towards something
指先,指先を〜,指先を見る,to look at one's fingertips
指先,指先が〜,指先がきれい,to have pretty fingertips
指先,指先が〜,指先が白い,one's fingertips are white
指先,指先が〜,指先がしびれる,"one's fingertips go numb, to have tingling fingertips"
指先,指先で〜,指先でなぞる,to trace with one's fingertips
指先,指先で〜,指先でふれる,to touch with one's fingertips
指先,指先で〜,指先でおさえる,to hold down with one's fingertips
〜様,〜様,本田様,Mr. Honda
〜様,〜様,女王様,the Queen
〜様,〜様,皆様,everyone
初めて,〜初めて,おそらく初めて,probably the first time
初めて,〜初めて,ほぼ初めて,practically the first time
初めて,〜初めて,全く初めて,absolutely the first time
初めて,初めて〜,初めて知る,to learn for the first time
初めて,初めて〜,初めて聞く,to hear for the first time
初めて,初めて〜,初めて見る,to see for the first time
仲良く,仲良く〜,仲良くなる,to become good friends
仲良く,仲良く〜,仲良くあそぶ,to play happily together
仲良く,仲良く〜,仲良くする,"to get along well, to be on good terms"
駅前,駅前の〜,駅前の広場,the plaza in front of the station
駅前,駅前の〜,駅前のホテル,hotel in front of the station
駅前,駅前の〜,駅前の通り,the street in front of the station
駅前,駅前に〜,駅前に出る,to go out in front of the station
駅前,駅前に〜,駅前にいる,to be in front of the station
駅前,駅前に〜,駅前にある,to be in front of the station
会,〜会,子ども会,a children's association
会,〜会,オフ会,off-line meetups
会,〜会,女子会,a girls-only gathering
会,〜会,研究会,"research association, study group"
会,〜の会,ボランティアの会,a volunteer group
会,〜の会,家族の会,a family support group
会,〜の会,親の会,a parent support group
会,〜の会,朝の会 ,"morning meeting, morning assembly"
会,〜の会,日本野鳥の会,the Wild Bird Society of Japan
会,会の〜,会の活動,the activities of an association
会,会の〜,会の代表,"a delegate from an association, a group’s leader"
会,会の〜,会のメンバー,"members of a gathering, members of an association"
目標,目標を〜,目標を持つ,to have a goal
目標,目標を〜,目標を決める,to decide on an objective
目標,目標を〜,目標を立てる,to establish an objective
目標,目標に〜,目標に向かう,to head towards an objective
目標,目標に〜,目標にする,to make into an objective
目標,目標に〜,目標になる,to become an objective
神様,神様に〜,神様にいのる,to pray to god
神様,神様に〜,神様にささげる,to offer to god
神様,神様に〜,神様にいただく,to receive from god
神様,〜の神様,土地の神様,a local deity
神様,〜の神様,学問の神様,god of learning
神様,〜の神様,天の神様,god of the heavens
神様,神様の〜,神様の前,in front of god
神様,神様の〜,神様の言葉,the word of god
神様,神様の〜,神様の力,the strength of god
神様,神様が〜,神様がくれる,the god gives
神様,神様が〜,神様が作る,the god makes
神様,神様が〜,神様が下さる,the god gives
神様,神様は〜,神様はいる,there is a god
神様,神様は〜,神様はやさしい,the god is kind
神様,神様は〜,神様はいらっしゃる,"there is a god, there is a god present"
神様,神様を〜,神様を求める,to seek god
神様,神様を〜,神様をまつる,"to worship a god, to enshrine a god"
神様,神様を〜,神様を感じる,to feel god
女神,女神が〜,女神がいる,there is a goddess
女神,女神が〜,女神がくれる,the goddess gives something
女神,女神が〜,女神がほほえむ,the goddess smiles
女神,女神〜,女神の力,the power of the goddess
女神,女神〜,女神の一人,one of the goddesses
女神,女神〜,女神の名前,the goddess' name
女神,〜の女神,自由の女神,The Statue of Liberty
女神,〜の女神,運命の女神,the Fates (Greek/Roman mythology)
女神,〜の女神,勝利の女神,"Nike (Greek mythology), Victoria (Roman mythology)"
仲良し,仲良しに〜,仲良しにもどる,to go back to being good friends
仲良し,仲良しに〜,仲良しになれる,can become good friends
仲良し,仲良しに〜,仲良しになる,to become good friends
仲良し,仲良し〜,仲良し親子,close parent-child relationship
仲良し,仲良し〜,仲良しグループ,tight-knit group
仲良し,仲良し〜,仲良し家族,tight-knit family
緑,緑に〜,緑になる,to become green
緑,緑に〜,緑に光る,"to emit green light, to glow green"
緑,緑に〜,緑に見える,to look green
緑,緑の〜,緑の部分,the green part
緑,緑の〜,緑のカーテン,green curtain
緑,緑の〜,緑の葉,green leaf
緑色,緑色に〜,緑色に見える,to look green
緑色,緑色に〜,緑色に光る,"to emit green light, to glow green"
緑色,緑色に〜,緑色になる,to become green
緑色,緑色の〜,緑色の葉,green leaf
緑色,緑色の〜,緑色の部分,the green part
緑色,緑色の〜,緑色の光,green light
宿題,宿題を〜,宿題をやる,to do one's homework
宿題,宿題を〜,宿題を出す,to assign homework
宿題,宿題を〜,宿題をする,to do one's homework
宿題,〜の宿題,冬休みの宿題,winter break homework
宿題,〜の宿題,学校の宿題,school homework
宿題,〜の宿題,夏休みの宿題,summer break homework
宿題,宿題が〜,宿題が出る,"homework is assigned, to get homework"
宿題,宿題が〜,宿題がある,to have homework
宿題,宿題が〜,宿題が終わる,homework is finished
熱い,熱い〜,熱い物,"hot food, something hot"
熱い,熱い〜,熱いお湯,hot water
熱い,熱い〜,熱い思い,"passionate feelings, passionate yearning"
熱い,〜が熱い,心が熱い,"to have a passionate heart, to experience a heart-warming feeling"
熱い,〜が熱い,顔が熱い,"to be hot-headed, one's head feels hot"
熱い,〜が熱い,体が熱い,one's body feels hot
人情,人情が〜,人情がある,"to be humane, to be sympathetic"
人情,人情が〜,人情があふれる,to overflow with kindness
人情,人情が〜,人情がのこる,"to retain one's humanity, to retain one's empathy for others"
人情,人情を〜,人情を重んじる,"to consider humanity important, to consider kindness important"
人情,人情を〜,人情を知る,"to know human kindness, to know humanity"
人情,人情を〜,人情を感じる,"to experience kindness, to feel empathy"
億,億〜,億万長者,billionaire
億,億〜,億ション,a superdeluxe condominium
億,億〜,億り人,millionaire
億,〜億,一億,one hundred million
億,〜億,二億,two hundred million
億,〜億,三億,three hundred million
俺,俺〜,俺だよ,it's me
俺,俺は〜,俺はコーヒー,I'll have coffee
俺,俺は〜,俺はうれしい,I'm happy
俺,俺の〜,俺のツレ,my buddy
俺,俺の〜,俺の弟,my younger brother
俺,俺の〜,俺の学校,my school
俺,俺が〜,俺がやる,I'll do it
俺,俺が〜,俺がする,I'll do it
思想,思想が〜,思想がある,to have an ideology
思想,思想が〜,思想がちがう,"to have different ideas, to have different ideologies"
思想,思想が〜,思想が生まれる,"an idea is born, an ideology is born"
思想,思想を〜,思想を学ぶ,"to learn an ideology, to learn a concept"
思想,思想を〜,思想を持つ,"to have an ideology, to have thoughts"
思想,思想を〜,思想を伝える,"to convey one's ideas, to convey one's thoughts"
感想,〜の感想,人の感想,people's impressions
感想,〜の感想,自分の感想,one's own impression
感想,〜の感想,本の感想,impressions of a book
感想,感想を〜,感想を持つ,"to have an opinion, to have thoughts"
感想,感想を〜,感想を聞く,"to ask someone for their impression, to listen to someone's impression"
感想,感想を〜,感想をいただく,to receive feedback
感想,ご感想,ご感想,"your impressions, your thoughts"
旅館,旅館の〜,旅館の主人,proprietor of the Japanese inn
旅館,旅館の〜,旅館の一階,first floor of the Japanese inn
旅館,旅館の〜,旅館の部屋,room in a Japanese inn
旅館,旅館に〜,旅館に着く,to arrive at the Japanese inn
旅館,旅館に〜,旅館に行く,to go to a Japanese inn
旅館,旅館に〜,旅館にもどる,to return to the Japanese inn
神風,神風が〜,神風が味方する,the divine winds are on our side
神風,神風が〜,神風がふく,divine winds blow
神風,神風が〜,神風が起こる,a divine wind occurs
王様,王様に〜,王様に言う,to say to the king
王様,王様に〜,王様になる,to become a king
王様,王様に〜,王様に会う,to meet the king
王様,王様の〜,王様の耳,the ears of a king
王様,王様の〜,王様の命令,the king's order
王様,王様の〜,王様の息子,the king's son
王様,王様は〜,王様はやさしい,the king is kind
王様,王様は〜,王様は大きい,the king is large
王様,王様は〜,王様はえらい,the king is admirable
王様,王様が〜,王様がする,the king does
王様,王様が〜,王様が言う,the king says
王様,王様が〜,王様がいる,there is a king
王様,〜の王様,国の王様,a country's king
王様,〜の王様,はだかの王様,the naked king (from The Emperor's New Clothes)
王様,〜の王様,カニの王様,king crab (Alaskan or Japanese)
左利き,左利き〜,左利き用,for left-handed people
左利き,左利き〜,左利き選手,left-handed athlete
左利き,左利き〜,左利きプレーヤー,left-handed player
左利き,左利きの〜,左利きの人,left-handed person
左利き,左利きの〜,左利きの子,left-handed child
左利き,左利きの〜,左利きのグローブ,left-handed glove (sports)
小指,〜の小指,足の小指,pinky toe
小指,〜の小指,左手の小指,little finger of the left hand
小指,〜の小指,右手の小指,little finger of the right hand
小指,小指の〜,小指の下,underneath the little finger
小指,小指の〜,小指の付け根,base of the little finger
小指,小指の〜,小指の先,tip of the little finger
小指,小指を〜,小指をぶつける,to knock one's little finger against something
小指,小指を〜,小指を使う,to use one's little finger
小指,小指を〜,小指を立てる,to raise one's little finger
宿,宿の〜,宿の近く,near the inn
宿,宿の〜,宿の主人,innkeeper
宿,宿の〜,宿の前,in front of the inn
宿,宿に〜,宿に着く,to reach the inn
宿,宿に〜,宿に入る,"to enter the inn, to stay at an inn"
宿,宿に〜,宿にもどる,to return to the inn
暗記,暗記〜,暗記カード,flash card
暗記,暗記〜,暗記力,ability to memorize things
暗記,暗記〜,暗記科目,class requiring considerable memorization
暗記,暗記を〜,暗記を行う,to perform memorization
暗記,暗記を〜,暗記を始める,to begin memorizing
暗記,暗記を〜,暗記をする,to memorize
暗記,〜暗記,全部暗記,memorize entirely
暗記,〜暗記,全て暗記,memorize all
暗記,〜暗記,丸暗記,"rote memorization, indiscriminately learning by heart"
水銀,水銀を〜,水銀を使う,to utilize mercury
水銀,水銀を〜,水銀をふくむ,to contain mercury
水銀,水銀を〜,水銀を用いる,to utilize mercury
中指,中指を〜,中指を曲げる,to bend one's middle finger
中指,中指を〜,中指を立てる,to raise one's middle finger
中指,中指を〜,中指を使う,to use one's middle finger
中指,中指の〜,中指の付け根,base of the middle finger
中指,中指の〜,中指の先,tip of the middle finger
中指,中指の〜,中指の下,"below the middle finger, underneath the middle finger"
鏡,鏡を〜,鏡を見る,to look at a mirror
鏡,鏡を〜,鏡を持つ,"to hold a mirror, to have a mirror"
鏡,鏡を〜,鏡を使う,to use a mirror
鏡,鏡に〜,鏡に当たる,to strike a mirror (light)
鏡,鏡に〜,鏡にうつる,to be reflected in a mirror
鏡,鏡に〜,鏡にうつす,to reflect in a mirror
映画館,〜の映画館,昔の映画館,"a movie theater from long ago, an old movie theater"
映画館,〜の映画館,近くの映画館,a nearby movie theater
映画館,〜の映画館,地元の映画館,a local movie theater
映画館,〜映画館,小さい映画館,a small movie theater
映画館,〜映画館,大きい映画館,a large movie theater
映画館,〜映画館,古い映画館,an old movie theater
映画館,映画館に〜,映画館に行く,to go to the movie theater
映画館,映画館に〜,映画館に来る,to come to the movie theater
映画館,映画館に〜,映画館にいる,to be at the movie theater
映画館,映画館で〜,映画館でデートする,to have a date at the movie theater
映画館,映画館で〜,映画館で待ち合わせする,to meet at the movie theater
映画館,映画館で〜,映画館で見る,to see at the movie theater
殺人,殺人〜,殺人者,murderer
殺人,殺人〜,殺人命令,an order to kill someone
殺人,殺人〜,殺人映画,murder film
殺人,殺人を〜,殺人を行う,to commit a murder
殺人,殺人を〜,殺人をする,to commit a murder
殺人,殺人を〜,殺人を実行する,to carry out a murder
楽器,楽器を〜,楽器を使う,to use a musical instrument
楽器,楽器を〜,楽器を持つ,to hold a musical instrument
楽器,楽器を〜,楽器を鳴らす,to play an instrument
楽器,楽器の〜,楽器の練習,musical instrument practice
楽器,楽器の〜,楽器の音色,an instrument's tone
楽器,楽器の〜,楽器の音,the sound of a musical instrument
楽器,楽器が〜,楽器ができる,"can play an instrument, a musical instrument is made"
楽器,楽器が〜,楽器がある,there is an instrument
楽器,楽器が〜,楽器が鳴る,the musical instrument makes a sound
当然,当然〜,当然知っている,"common sense, of course one knows something"
当然,当然〜,当然ある,"something is naturally there, of course there is something"
当然,当然〜,当然考える,"a natural consideration, would naturally think about something"
自然,自然に〜,自然に親しむ,"to commune with nature, to naturally become friendly with"
自然,自然に〜,自然に出る,to come out naturally
自然,自然に〜,自然にできる,can naturally do
自然,自然の〜,自然のめぐみ,the blessings of nature
自然,自然の〜,自然の力,the power of nature
自然,自然の〜,自然の流れ,the natural sequence of events
自然,自然〜,自然科学,natural sciences
自然,自然〜,自然発生,"a natural occurrence, abiogenesis"
自然,自然〜,自然界,the natural world
一億,一億 + unit,一億ドル,one hundred million dollars
一億,一億 + unit,一億円,one hundred million yen
一億,一億 + unit,一億ユーロ,one hundred million euros
一億円,一億円を〜,一億円をもらう,to receive one hundred million yen
一億円,一億円を〜,一億円を見つける,to find one hundred million yen
一億円,一億円を〜,一億円を失う,to lose one hundred million yen
情熱,情熱が〜,情熱が感じられる,can feel someone's enthusiasm
情熱,情熱が〜,情熱がある,to have passion for something
情熱,情熱が〜,情熱が伝わる,someone's passion comes through
情熱,情熱を〜,情熱を感じる,"to feel passionate about something, to feel someone's else's passion for something"
情熱,情熱を〜,情熱を注ぐ,to pour one's passion into something
情熱,情熱を〜,情熱を持つ,to be passionate about something
体育,体育〜,体育祭,sports day
体育,体育〜,体育大学,sports university
体育,体育〜,体育大会,athletic meet
体育,体育を〜,体育をする,to do PE class
体育,体育を〜,体育を見学する,to observe PE class
体育,体育を〜,体育を教える,to teach PE
体育,体育の〜,体育の時間,PE time
体育,体育の〜,体育の先生,PE teacher
体育,体育の〜,体育の授業,PE class
情け,情けが〜,情けがある,to have compassion
情け,情けが〜,情けがない,"to lack compassion, to have no heart"
情け,情けが〜,情けがわく,"pity wells up, sympathy wells up"
情け,情けを〜,情けを持つ,to have compassion
情け,情けを〜,情けをかける,"to take pity on someone, to show compassion for someone"
情け,情けを〜,情けを知る,"to fall in love for the first time, to learn the depths of human tenderness"
詩,詩の〜,詩の意味,the poem's meaning
