vocab,pattern_name,english,japanese
勝手,〜勝手,自分勝手,selfishness
勝手,〜勝手,好き勝手,doing what one pleases
勝手,〜勝手,身勝手,selfishness
悪い,悪い〜,悪い点,"bad point, bad grade"
悪い,悪い〜,悪い人,bad person
悪い,悪い〜,悪い事,bad thing
悪い,〜が悪い,調子が悪い,to feel unwell
悪い,〜が悪い,都合が悪い,inconvenient
悪い,〜が悪い,気分が悪い,to feel sick
悪人,悪人〜,悪人ども,bad people
悪人,悪人〜,悪人顔,villainous face
悪人,悪人〜,悪人たち,bad people
悪人,悪人に〜,悪人になる,to become a bad person
悪人,悪人に〜,悪人に見える,to look like a bad person
悪人,悪人に〜,悪人に仕立て上げる,to make someone out to be the villain
悪人,悪人を〜,悪人を助ける,to save a bad person
悪人,悪人を〜,悪人をこらしめる,to punish a bad person
悪人,悪人を〜,悪人をやっつける,to defeat a bad person
悪人,悪人が〜,悪人が死ぬ,the villain dies
悪人,悪人が〜,悪人がはびこる,wicked people are running rampant
悪人,悪人が〜,悪人がいる,there is a bad person
野球,野球の〜,野球の球,baseball ball
野球,野球の〜,野球のルール,baseball rules
野球,野球の〜,野球のボール,baseball ball
野球,野球を〜,野球を見る,to watch baseball
野球,野球を〜,野球をする,to play baseball
野球,野球を〜,野球をやる,to play baseball
野球,〜野球,プロ野球,pro baseball
野球,〜野球,高校野球,high school baseball
野球,〜野球,少年野球,youth baseball
野球,野球に〜,野球にもどる,to return to baseball
野球,野球に〜,野球に集中する,to focus on baseball
野球,野球に〜,野球に出会う,to encounter baseball for the first time
野球,野球〜,野球チーム,baseball team
野球,野球〜,野球部,baseball club
野球,野球〜,野球場,baseball stadium
野球,野球〜,野球ファン,baseball fan
野球,野球〜,野球少年,a boy who loves to play baseball
飲み物,飲み物を〜,飲み物を飲む,to drink a beverage
飲み物,飲み物を〜,飲み物を買う,to buy a beverage
飲み物,飲み物を〜,飲み物を用意する,to prepare a beverage
飲み物,〜飲み物,おいしい飲み物,a delicious beverage
飲み物,〜飲み物,温かい飲み物,a warm beverage
飲み物,〜飲み物,あまい飲み物,a sweet beverage
酒飲み,酒飲みの〜,酒飲みのおじさん,middle-aged alcoholic man
酒飲み,酒飲みの〜,酒飲みの人,an alcoholic person
酒飲み,酒飲みの〜,酒飲みの気持ち,an alcoholic's feelings
酒飲み,〜酒飲み,大酒飲み,a heavy drinker
親分,〜の親分,ギャングの親分,gang boss
親分,〜の親分,やくざの親分,yakuza boss
親分,〜の親分,スリの親分,pickpocketing kingpin
親分,親分が〜,親分が言う,the boss says
親分,親分が〜,親分がくれる,to receive from the boss
親分,親分が〜,親分がいる,there is the boss
息,息を〜,息を止める,to hold one's breath
息,息を〜,息をする,to breathe
息,息を〜,息を飲む,"to have one's breath taken away, to gulp"
息,〜の息,人の息,people's breath
息,〜の息,自分の息,one's own breath
息,〜の息,最後の息,one's last breath
息,息が〜,息が切れる,to be short of breath
息,息が〜,息が苦しい,to have trouble breathing
息,息が〜,息がつまる,to become unable to breathe properly
息,息の〜,息の音,the sound of breathing
息,息の〜,息のにおい,the smell of one's breath
息,息の〜,息のスピード,breathing speed
商売,商売の〜,商売の世界,the business world
商売,商売の〜,商売のやり方,way of doing business
商売,商売の〜,商売のコツ,the tricks of the trade
商売,商売を〜,商売を始める,to start a business
商売,商売を〜,商売をつづける,to keep one's business going
商売,商売を〜,商売をする,to do business
商売,商売に〜,商売になる,to be profitable for business
商売,商売に〜,商売につながる,to lead to business
商売,商売に〜,商売にする,to make a business of something
商売,商売〜,商売相手,customer
商売,商売〜,商売道具,the tools of the trade
商売,商売〜,商売上がったり,business doing poorly
心配事,心配事が〜,心配事がなくなる,to have troubles disappear
心配事,心配事が〜,心配事がある,to have worries
心配事,心配事が〜,心配事がない,to have nothing to worry about
虫歯,虫歯の〜,虫歯の進行,cavity progression
虫歯,虫歯の〜,虫歯の部分,cavity area
虫歯,虫歯の〜,虫歯のリスク,cavity risk
虫歯,虫歯に〜,虫歯に気づく,to notice a cavity
虫歯,虫歯に〜,虫歯にかかる,to get a cavity
虫歯,虫歯に〜,虫歯になる,to become a cavity
第二章,第二章を〜,第二章を作る,to write the second chapter
第二章,第二章を〜,第二章を読む,to read the second chapter
第二章,第二章を〜,第二章を考える,to think of the second chapter
陽気,陽気に〜,陽気に歌う,to sing cheerfully
陽気,陽気に〜,陽気になる,to become cheerful
陽気,陽気に〜,陽気に話す,to talk cheerfully
陽気,〜の陽気,初夏の陽気,warm early summer weather
陽気,〜の陽気,外の陽気,the weather outside
陽気,〜の陽気,春の陽気,warm spring weather
陽気,陽気な〜,陽気な音楽,lively music
陽気,陽気な〜,陽気な声,a cheerful voice
陽気,陽気な〜,陽気な人,a cheerful person
童話,童話の〜,童話の世界,the world of fairy tales
童話,童話の〜,童話の本,"book of children's stories, children's book"
童話,童話の〜,童話の主人公,main character of a children's story
童話,童話〜,童話集,collection of children's stories
童話,童話〜,童話みたい,"appears to be a children's story, it's like a fairy tale"
童話,童話〜,童話作家,writer of children's stories
童話,童話を〜,童話を読み聞かせる,to read a children's story aloud to someone
童話,童話を〜,童話を読む,to read a children's story
童話,童話を〜,童話を作る,to write a children's story
童話,〜童話,イソップ童話,Aesop's Fables (literature)
童話,〜童話,アンデルセン童話,Andersen's Fables (literature)
童話,〜童話,グリム童話,Brothers Grimm Fairy Tales (literature)
音読み,〜の音読み,二つの音読み,two Chinese readings
音読み,〜の音読み,文字の音読み,a character's Chinese reading
音読み,〜の音読み,漢字の音読み,a kanji's Chinese reading
都市,〜都市,姉妹都市,sister city
都市,〜都市,地方都市,provincial city
都市,〜都市,工業都市,industrial town
都市,都市の〜,都市の一つ,one of the cities
都市,都市の〜,都市の人口,population of the city
都市,都市の〜,都市の中心,the city center
都市,都市〜,都市部,urban areas
都市,都市〜,都市銀行,city bank
都市,都市〜,都市開発,urban development
部室,部室に〜,部室に行く,to go to the clubroom
部室,部室に〜,部室にいる,to be in the clubroom
部室,部室に〜,部室に入る,to enter a clubroom
部室,部室の〜,部室の戸,clubroom door
部室,部室の〜,部室のドア,clubroom door
部室,部室の〜,部室の前,in front of the clubroom
寒い,〜は寒い,冬は寒い,winter is cold
寒い,〜は寒い,外は寒い,outside is cold
寒い,〜は寒い,今日は寒い,today is cold
寒い,寒い〜,寒い冬,cold winter
寒い,寒い〜,寒い日,cold day
寒い,寒い〜,寒い所,cold place
会社員,会社員を〜,会社員をやめる,to quit being a company employee
会社員,会社員を〜,会社員をする,to be a company employee
会社員,会社員を〜,会社員をつづける,to continue to be a company employee
落ち,落ちが〜,落ちが分かる,to understand the punch line
落ち,落ちが〜,落ちがない,there is no punch line
落ち,落ちが〜,落ちがある,there is a punch line
大根,大根〜,大根足,thick legs
大根,大根〜,大根下ろし,grated daikon
大根,大根〜,大根役者,a lousy actor
大根,大根の〜,大根の葉っぱ,daikon leaves
大根,大根の〜,大根の葉,daikon leaves
大根,大根の〜,大根の皮,daikon peel
大根,〜大根,千切り大根,"dried radish strips, daikon cut into fine strips"
大根,〜大根,かいわれ大根,daikon sprouts
大根,〜大根,ブリ大根,yellowtail and daikon dish
大根,大根を〜,大根を入れる,to put daikon in something
大根,大根を〜,大根を使う,to use daikon
大根,大根を〜,大根を切る,to cut daikon
深い,深い〜,深い部分,deep part
深い,深い〜,深い所,deep place
深い,深い〜,深い意味,deep meaning
深い,〜が深い,根が深い,roots are deep
深い,〜が深い,つながりが深い,the connection is deep
深い,〜が深い,なじみが深い,very well-acquainted
最深,最深〜,最深３００ｍ,300 meters at its deepest
最深,最深〜,最深点,deepest point
最深,最深〜,最深部,deepest part
歯医者,歯医者に〜,歯医者に行く,to go to the dentist
歯医者,歯医者に〜,歯医者にかかる,to consult a dentist
歯医者,歯医者に〜,歯医者に通う,to go to the dentist
歯医者,〜の歯医者,他の歯医者,another dentist
歯医者,〜の歯医者,かかりつけの歯医者,one's regular dentist
歯医者,〜の歯医者,近くの歯医者,nearby dentist
歯医者,歯医者〜,歯医者えらび,choosing a dentist
歯医者,歯医者〜,歯医者代,dental bill
歯医者,歯医者〜,歯医者さん,dentist
消化,消化を〜,消化を行う,to digest
消化,消化を〜,消化を始める,to begin digesting
消化,消化を〜,消化を助ける,to aid digestion
消化,消化〜,消化不良,indigestion
消化,消化〜,消化作用,digestion
消化,消化〜,消化ガス,digestive gas
二倍,二倍に〜,二倍になる,to double
二倍,二倍に〜,二倍にする,to make something double
二倍,二倍に〜,二倍にふえる,to increase twofold
運転手,運転手に〜,運転手になる,to become a driver
運転手,運転手に〜,運転手に聞く,to ask a driver
運転手,運転手に〜,運転手にもらう,to receive from a driver
運転手,運転手〜,運転手さん,driver
社員,社員に〜,社員に伝える,to communicate to employees
社員,社員に〜,社員になる,to become an employee
社員,社員に〜,社員にする,"to make into an employee, to do something to an employee"
社員,〜の社員,会社の社員,company employee
社員,〜の社員,全ての社員,all employees
社員,〜の社員,他の社員,another employee
社員,社員が〜,社員がいる,there is an employee
社員,社員が〜,社員ができる,"employees can do, to finish hiring an employee"
社員,社員が〜,社員がする,an employee does
社員,社員の〜,社員の方々,employees
社員,社員の〜,社員のみなさん,all employees
社員,社員の〜,社員のモチベーション,employee motivation
社員,社員〜,社員教育,employee training
社員,社員〜,社員一人一人,each and every employee
社員,社員〜,社員全員,all employees
社員,〜社員,女子社員,women employees
社員,〜社員,新入社員,new employee
社員,〜社員,パート社員,part-time employees
民族,〜民族,少数民族,ethnic minority
民族,〜民族,他民族,a different ethnic group
民族,〜民族,多民族,multiethnic
民族,民族が〜,民族がくらす,an ethnic group lives somewhere
民族,民族が〜,民族がいる,there is an ethnic group
民族,民族が〜,民族が住む,an ethnic group lives somewhere
民族,民族の〜,民族の文化,ethnic culture
民族,民族の〜,民族のアイデンティティー,ethnic identity
民族,民族の〜,民族の言語,ethnic language
民族,民族〜,民族音楽,ethnic music
民族,民族〜,民族国家,a nation-state
民族,民族〜,民族教育,education in ethnic traditions
運動,運動を〜,運動をする,to exercise
運動,運動を〜,運動をつづける,to continue exercise
運動,運動を〜,運動を行う,to carry out exercise
運動,〜運動,学生運動,"student activism, student movement"
運動,〜運動,労働運動,labor movement
運動,〜運動,ストレッチ運動,stretching exercises
運動,運動〜,運動不足,lack of exercise
運動,運動〜,運動部,"sports club, sports department in a newspaper"
運動,運動〜,運動中,during exercise
運動,〜の運動,分子の運動,molecular motion
運動,〜の運動,電子の運動,movement of electrons
運動,〜の運動,指の運動,finger exercise
期待,期待に〜,期待にこたえる,to live up to expectations
期待,期待に〜,期待に反する,to disappoint
期待,期待に〜,期待にそぐわない,to fail to meet expectations
期待,期待が〜,期待が高まる,rising expectations
期待,期待が〜,期待が外れる,to be disappointed
期待,期待が〜,期待が持てる,can have expectations
期待,期待〜,期待大,very high expectations
期待,期待〜,期待通り,just as expected
期待,期待〜,期待度,level of expectations
期待,期待を〜,期待を持つ,to have expectations
期待,期待を〜,期待をかける,to hang one's hopes on something
期待,期待を〜,期待をする,to have expectations
期待,〜の期待,親の期待,parent's expectations
期待,〜の期待,国民の期待,citizen's expectations
期待,〜の期待,お客さまの期待,guest's expectations
落ち葉,落ち葉が〜,落ち葉がたまる,fallen leaves accumulate
落ち葉,落ち葉が〜,落ち葉がつもる,fallen leaves pile up
落ち葉,落ち葉が〜,落ち葉が落ちる,leaves are falling
落ち葉,落ち葉を〜,落ち葉を集める,to gather fallen leaves
落ち葉,落ち葉を〜,落ち葉を拾う,to pick up a fallen leaf
落ち葉,落ち葉を〜,落ち葉を食べる,to eat fallen leaves
家族,ご家族,ご家族,family
家族,家族の〜,家族の会,family support group
家族,家族の〜,家族のきずな,family ties
家族,家族の〜,家族の生活,family life
家族,家族に〜,家族に伝える,to tell one's family
家族,家族に〜,家族にする,to make someone family
家族,家族に〜,家族になる,to become family
家族,家族〜,家族みんな,all family members
家族,家族〜,家族全員,all family members
家族,家族〜,家族サービス,"doing something extra on behalf of one's family, spending time with one's family"
家族,家族が〜,家族ができる,family can do
家族,家族が〜,家族がいる,to have family
家族,家族が〜,家族が集まる,family gathers
家族,家族を〜,家族を持つ,to have a family
家族,家族を〜,家族を支える,to support one's family
家族,家族を〜,家族を失う,to lose one's family
家庭,家庭〜,家庭科,home economics
家庭,家庭〜,家庭用,for household use
家庭,家庭〜,家庭内,"within the home, domestic"
家庭,家庭で〜,家庭でできる,can do in the home
家庭,家庭で〜,家庭でする,to do at home
家庭,家庭で〜,家庭で使う,to use in the home
家庭,ご家庭,ご家庭,"family, home"
家庭,〜家庭,父子家庭,single-dad family
家庭,〜家庭,母子家庭,single-mom family
家庭,〜家庭,子育て家庭,a family raising children
父親,父親の〜,父親の死,father's death
父親,父親の〜,父親の仕事,father's work
父親,父親の〜,父親のすがた,the figure of one's father
父親,父親に〜,父親に会う,to meet one's father
父親,父親に〜,父親になる,to become a father
父親,父親に〜,父親にもらう,to receive something from one's father
父親,父親が〜,父親がくれる,to receive something from one's father
父親,父親が〜,父親が亡くなる,one's father passes away
父親,父親が〜,父親がいる,to have a father
疲労,疲労が〜,疲労がとれない,unable to shake off fatigue
疲労,疲労が〜,疲労がある,experiencing fatigue
疲労,疲労が〜,疲労がたまる,fatigue accumulates
疲労,疲労〜,疲労気味,feeling vaguely fatigued
疲労,疲労〜,疲労時,when fatigued
疲労,疲労〜,疲労度合い,extent of fatigue
祭,祭を〜,祭を楽しむ,to enjoy a festival
祭,祭を〜,祭を見る,to see a festival
祭,祭を〜,祭をする,to hold a festival
祭,〜祭,雪祭,snow festival
祭,〜祭,ねぶた祭,the Nebuta Festival
祭,〜祭,夏祭,summer festival
祭日,祭日に〜,祭日に行う,to carry out on a national holiday
祭日,祭日に〜,祭日になる,to become a national holiday
祭日,祭日に〜,祭日に当たる,to fall on a national holiday
祭日,祭日は〜,祭日はいそがしい,national holidays are busy
祭日,祭日は〜,祭日は休み,closed on national holidays
祭日,祭日は〜,祭日は人が多い,crowded on a national holiday
一階,一階の〜,一階のトイレ,the toilet on the first floor
一階,一階の〜,一階の人,the person on the first floor
一階,一階の〜,一階の部屋,the room on the first floor
一階,一階に〜,一階に行く,to go to the first floor
一階,一階に〜,一階にある,to be on the first floor
一階,一階に〜,一階にいる,to be on the first floor
第一位,第一位に〜,第一位にえらばれる,to be elected to first place
第一位,第一位に〜,第一位にする,to elect to first place
第一位,第一位に〜,第一位になる,to become first place
一流,一流に〜,一流になる,to become first-rate
一流,一流に〜,一流にする,to make first-rate
一流,一流に〜,一流になれる,can become first-rate
一流,一流と〜,一流と言う,to say something is first-rate
一流,一流と〜,一流とよぶ,to call something first-rate
一流,一流と〜,一流と言える,can say something is first-rate
一流,一流の〜,一流のプロ,top-notch professional
一流,一流の〜,一流の研究,first-rate research
一流,一流の〜,一流の人,aristocratic person
一流,一流〜,一流メーカー,leading manufacturer
一流,一流〜,一流ホテル,first-rate hotel
一流,一流〜,一流大学,first-rate university
一流,〜の一流,国内外の一流,first class domestically and internationally
一流,〜の一流,海外の一流,first class overseas
一流,〜の一流,世界の一流,world class
〜階,〜階,三階,third floor
〜階,〜階,一階,first floor
〜階,〜階,二階,second floor
四十二階,四十二階の〜,四十二階のレストラン,restaurant on the forty-second floor
四十二階,四十二階の〜,四十二階の住人,resident on the forty-second floor
四十二階,四十二階の〜,四十二階の部屋,room on the forty-second floor
庭,庭の〜,庭の花,garden flowers
庭,庭の〜,庭の木,garden trees
庭,庭の〜,庭の手入れ,tending the garden
庭,庭に〜,庭にある,to be in the yard
庭,庭に〜,庭に植える,to plant in the garden
庭,庭に〜,庭にいる,to be in the garden
庭,〜の庭,家の庭,house's yard
庭,〜の庭,実家の庭,parent's yard
庭,〜の庭,自分の庭,one's own garden
庭,庭を〜,庭を見る,to look at the garden
庭,庭を〜,庭を歩く,to walk in the garden
庭,庭を〜,庭を作る,to build a garden
庭,庭で〜,庭で作る,to make in the garden
庭,庭で〜,庭で食べる,to eat in the garden
庭,庭で〜,庭で走り回る,to run around in the garden
集まり,〜の集まり,仲間の集まり,a gathering of friends
集まり,〜の集まり,人々の集まり,a gathering of people
集まり,〜の集まり,人の集まり,a gathering of people
集まり,お集まり〜,お集まりの方々,the people who are gathered
集まり,お集まり〜,お集まりをいただく,"to politely call a meeting, to politely assemble for someone"
集まり,お集まり〜,お集まりのみなさん,everyone who's gathered
大学院生,大学院生の〜,大学院生のみなさん,all of the graduate students
大学院生,大学院生の〜,大学院生の教育,graduate student education
大学院生,大学院生の〜,大学院生の研究,graduate student research
大学院生,〜の大学院生,多くの大学院生,many graduate students
大学院生,〜の大学院生,教室の大学院生,graduate students in the classroom
大学院生,〜の大学院生,大学の大学院生,graduate student of the university
大学院生,大学院生が〜,大学院生が行う,performed by graduate students
大学院生,大学院生が〜,大学院生がいる,there are graduate students
大学院生,大学院生が〜,大学院生がする,the graduate student does
港,港の〜,港の一つ,one of the harbors
港,港の〜,港の近く,near the harbor
港,港の〜,港の入り口,entrance to the harbor
港,港に〜,港に入る,to enter the harbor
港,港に〜,港にもどる,to return to the harbor
港,港に〜,港にいる,to be located at the harbor
彼,彼が〜,彼が言う,he says
彼,彼が〜,彼がする,he’ll do it
彼,彼が〜,彼がトム,he is Tom
彼,彼は〜,彼はおもしろい,he is funny
彼,彼は〜,彼はやさしい,he is nice
彼,彼は〜,彼は来ない,he won’t come
彼,彼の〜,彼のスマホ,his smartphone
彼,彼の〜,彼の電話番号,his phone number
彼,彼の〜,彼の家,his house
広島,広島に〜,広島に住む,to live in Hiroshima
広島,広島に〜,広島にいる,to be in Hiroshima
広島,広島に〜,広島に行く,to go to Hiroshima
広島,広島の〜,広島の名所,famous place in Hiroshima
広島,広島の〜,広島の会社,company in Hiroshima
広島,広島の〜,広島の名物,specialty of Hiroshima
温泉,温泉〜,温泉めぐり,visiting multiple hot springs
温泉,温泉〜,温泉旅行,a trip to a hot spring resort
温泉,温泉〜,温泉成分,chemical components of a hot spring
温泉,〜温泉,ラジウム温泉,a hot spring rich in radium
温泉,〜温泉,人工温泉,an artificial hot spring
温泉,〜温泉,ラドン温泉,a hot spring rich in radon
温泉,温泉に〜,温泉に入る,to get into a hot spring
温泉,温泉に〜,温泉に行く,to go to a hot spring
温泉,温泉に〜,温泉につかる,to soak in a hot spring
温泉,温泉の〜,温泉のお湯,hot spring water
温泉,温泉の〜,温泉の町,hot spring town
温泉,温泉の〜,温泉の成分,chemical components of a hot spring
湯,湯を〜,湯を飲む,to drink hot water
湯,湯を〜,湯を使う,to use hot water
湯,湯を〜,湯をわかす,"to boil water, to get the bath ready"
湯,湯に〜,湯につかる,to soak in a bath
湯,湯に〜,湯に入る,to take a bath
湯,湯に〜,湯につける,to soak something in hot water
湯,湯が〜,湯ができる,the bath is ready
湯,湯が〜,湯がわく,water boils
湯,湯が〜,湯が出る,hot water comes out
湯,〜湯,女湯,women's section of a public bath
湯,〜湯,のこり湯,water remaining after everyone has taken a bath
湯,〜湯,男湯,men's section of a public bath
暑い,暑い〜,暑い夏,hot summer
暑い,暑い〜,暑い日,hot day
暑い,暑い〜,暑い時間,hot time
暑い,〜は暑い,外は暑い,it's hot outside
暑い,〜は暑い,今日は暑い,it's hot today
暑い,〜は暑い,夏は暑い,summer is hot
僕,僕は〜,僕は会社員です,I'm a company employee
僕,僕は〜,僕はイギリス人です,I'm British
僕,僕は〜,僕はベッドの下です,I'm under the bed
利息,利息〜,利息ゼロ,zero interest
利息,利息〜,利息以上,greater than the interest
利息,利息〜,利息部分,interest portion
利息,利息が〜,利息がかかる,to incur interest
利息,利息が〜,利息が発生する,to accrue interest
利息,利息が〜,利息が付く,to earn interest
利息,利息を〜,利息をもらう,to earn interest
利息,利息を〜,利息をとる,to charge interest
利息,利息を〜,利息を付ける,to charge interest
島,島の〜,島の中心,center of the island
島,島の〜,島の人,islander
島,島の〜,島の人々,islanders
島,〜島,大きい島,a large island
島,〜島,美しい島,a beautiful island
島,〜島,小さい島,a small island
島,〜な島,ふしぎな島,a mysterious island
島,〜な島,小さな島,a small island
島,〜な島,大きな島,a large island
島,島に〜,島にある,to be on the island
島,島に〜,島に行く,to go to the island
島,島に〜,島にいる,to be on the island
島,〜の島,他の島,another island
島,〜の島,南の島,southern island
島,〜の島,二つの島,two islands
顔文字,顔文字を〜,顔文字を使う,to use a kaomoji
顔文字,顔文字を〜,顔文字を多用する,to use a lot of kaomoji
顔文字,顔文字を〜,顔文字を用いる,to use a kaomoji
京都,京都を〜,京都を見て回る,to look around Kyoto
京都,京都を〜,京都を回る,to go around Kyoto
京都,京都を〜,京都を歩く,to walk around Kyoto
京都,京都に〜,京都に住む,to live in Kyoto
京都,京都に〜,京都にいる,to be in Kyoto
京都,京都で〜,京都で知り合う,to become acquainted in Kyoto
京都,京都で〜,京都で出会う,"to meet by chance in Kyoto, to run into someone in Kyoto"
京都,京都で〜,京都で働く,to work in Kyoto
終電,終電を〜,終電をやりすごす,"to miss the last train, to let the last train go by"
終電,終電を〜,終電を待つ,to wait for the last train
終電,終電を〜,終電をのがす,to miss the last train
終電,終電に〜,終電に乗れる,able to catch the last train
終電,終電に〜,終電に乗る,to catch the last train
終電,終電に〜,終電になる,to become the last train of the day
終電,終電で〜,終電でもどる,to return by the last train
終電,終電で〜,終電でかえる,to return by the last train
終電,終電で〜,終電で行く,to go by the last train
一代,一代で〜,一代でおわる,to end in one generation
一代,一代で〜,一代できえる,to disappear in one generation
一代,一代で〜,一代できずく,to be built in one generation
運,運が〜,運が強い,to have very good luck
運,運が〜,運が良い,to have good luck
運,運が〜,運が悪い,to have bad luck
運,〜運,男運,luck with men
運,〜運,金運,luck with money
運,〜運,仕事運,one's career-related luck (fortune-telling)
本流,本流に〜,本流になる,to become mainstream
本流,本流に〜,本流に出る,to go out to the mainstream
本流,本流に〜,本流に入る,to enter the mainstream
本流,〜の本流,社会の本流,the mainstream of society
本流,〜の本流,川の本流,main course of a river
本流,〜の本流,時代の本流,mainstream of the era
会員,〜会員,家族会員,family membership
会員,〜会員,ゴルフ会員,golf membership
会員,〜会員,プレミアム会員,premium member
会員,会員〜,会員数,number of members
会員,会員〜,会員カード,member card
会員,会員〜,会員番号,member number
会員,会員に〜,会員になる,to become a member
会員,会員に〜,会員に通知する,to notify members
会員,会員に〜,会員になれる,can become a member
商人,商人の〜,商人の手,the hands of merchants
商人,商人の〜,商人の町,merchant town
商人,商人の〜,商人の家,merchant's house
商人,〜の商人,死の商人,"merchant of death, arms dealer"
商人,〜の商人,出入りの商人,one's regular tradesperson
商人,〜の商人,ストリートの商人,street merchant
商人,〜商人,外国商人,foreign merchant
商人,〜商人,毛皮商人,fur trader
商人,〜商人,小売り商人,retail merchant
商人,商人に〜,商人に売る,to sell to a merchant
商人,商人に〜,商人になる,to become a merchant
商人,商人に〜,商人に話しかける,to strike up conversation with a merchant
商人,商人が〜,商人が集まる,merchants gather
商人,商人が〜,商人が売る,merchants sell
商人,商人が〜,商人がいる,there is a merchant
深夜,深夜の〜,深夜の一時,1 a.m.
深夜,深夜の〜,深夜のコンビニ,late-night convenience store
深夜,深夜の〜,深夜のテレビ,late-night TV
深夜,深夜に〜,深夜に行う,to carry out late at night
深夜,深夜に〜,深夜に放送する,to broadcast in the middle of the night
深夜,深夜に〜,深夜になる,to become the middle of the night
深夜,深夜〜,深夜労働,late-night work
深夜,深夜〜,深夜番組,late-night show
深夜,深夜〜,深夜手当て,pay for late-night work
深夜,深夜まで〜,深夜まで働く,to work late into the night
深夜,深夜まで〜,深夜まで飲む,to drink until late at night
深夜,深夜まで〜,深夜までいる,to be somewhere until the middle of the night
母親,母親の〜,母親の気持ち,mother's feelings
母親,母親の〜,母親のすがた,the figure of one's mother
母親,母親の〜,母親の顔,mother's face
母親,母親に〜,母親にもらう,to receive from one's mother
母親,母親に〜,母親になる,to become a mother
母親,母親に〜,母親に言う,to say to one's mother
母親,母親が〜,母親が亡くなる,one's mother passes away
母親,母親が〜,母親がいる,to have a mother
母親,母親が〜,母親がくれる,to receive from one's mother
登山,登山〜,登山道,mountain trail
登山,登山〜,登山者,mountain climber
登山,登山〜,登山口,trailhead leading up a mountain
登山,登山を〜,登山を楽しむ,to enjoy mountain climbing
登山,登山を〜,登山をする,to mountain climb
登山,登山を〜,登山を始める,to begin climbing a mountain
都合,都合が〜,都合がつく,"to be able to arrange, to suit the convenience of someone"
都合,都合が〜,都合が良い,to be convenient
都合,都合が〜,都合が悪い,to be inconvenient
都合,ご都合,ご都合,your convenience
都合,〜の都合,時間の都合,"time circumstances, time constraints"
