vocab,pattern_name,english,japanese
少年,少年〜,少年サッカー,boys soccer
少年,少年〜,少年たち,boys
少年,少年が〜,少年がくる,the boy comes
少年,少年が〜,少年がいる,a boy is here
少年,少年が〜,少年が立つ,the boy stands up
少年,〜少年,サッカー少年,a boy who plays soccer
少年,〜少年,オオカミ少年,"a boy raised by wolves, the boy who cried wolf"
少年,〜少年,スポーツ少年,a young sportsman
虫,虫〜,虫たち,bugs
虫,虫〜,虫だらけ,full of bugs
虫,虫〜,虫とり,bug catching
虫,虫の〜,虫のタマゴ,bug's eggs
虫,虫の〜,虫のエサ,food for insects
虫,虫の〜,虫の目,a bug's eyes
虫,虫が〜,虫が入る,an insect enters
虫,虫が〜,虫がいる,there are insects
虫,虫を〜,虫をたべる,to eat bugs
虫,虫を〜,虫を見つける,to find a bug
虫,虫を〜,虫をつかまえる,to catch bugs
虫,虫に〜,虫にさされる,"to be bitten by a bug, to be stung by a bug"
虫,虫に〜,虫にかまれる,"to be bitten by a bug, to be stung by a bug"
虫,虫に〜,虫にくわれる,to be bitten by a bug
年内,年内に〜,年内にできる,can be done by the end of the year
年内,年内に〜,年内にまとめる,to wrap something up by the end of the year
年内,年内に〜,年内にやる,to do something by the end of the year
子牛,子牛を〜,子牛を写す,to take a picture of a calf
子牛,子牛を〜,子牛を見せる,to show someone a calf
子牛,子牛を〜,子牛をそだてる,to raise a calf
子牛,子牛の〜,子牛の目,a calf's eyes
子牛,子牛の〜,子牛の口,a calf's mouth
子牛,子牛の〜,子牛のフン,calf dung
平気,平気〜,平気だよ,I'm okay
平気,平気〜,平気らしい,apparently it's okay
平気,平気〜,平気です,it doesn't bother me
平気,平気で〜,平気でいう,to say without hesitation
平気,平気で〜,平気でつかう,to use without hesitation
平気,平気で〜,平気でする,to do without hesitation
平気,平気な〜,平気なかお,calm face
平気,平気な〜,平気な人,people who don't mind
平気,平気な〜,平気なよう,to seem calm
車,車の〜,車のナンバー,a car number
車,車の〜,車のローン,a car loan
車,車の〜,車のドア,a car door
車,車が〜,車がある,there's a car
車,車が〜,車がぶつかる,cars crash
車,車が〜,車がとまる,cars stop
車,車〜,車えらび,choosing a car
車,車〜,車メーカー,a car manufacturer
車,車〜,車イス,a wheelchair
車,車を〜,車をバックする,to back the car up
車,車を〜,車を見る,to look at the car
車,車を〜,車を止める,to stop the car
車,車に〜,車にのせる,to let someone get in the car
車,車に〜,車にのりこむ,to get in the car
車,車に〜,車にのる,to get in the car
中央,中央に〜,中央に立つ,to stand in the center
中央,中央に〜,中央におく,to place in the center
中央,中央に〜,中央にある,to be in the center
耳,耳が〜,耳がなれる,to get used to the sound
耳,耳が〜,耳がつまる,ears get blocked
耳,耳が〜,耳がきこえる,can hear
耳,〜の耳,左右の耳,the left and right ears
耳,〜の耳,人の耳,a human ear
耳,〜の耳,ウサギの耳,rabbit ears
耳,耳の〜,耳のおく,deep inside the ear
耳,耳の〜,耳の下,below the ear
耳,耳の〜,耳のうしろ,behind the ear
耳,耳に〜,耳に入る,to hear about
耳,耳に〜,耳にきこえる,to hear
耳,耳に〜,耳にする,to reach one's ears
耳,耳で〜,耳でおぼえる,learning by listening
耳,耳で〜,耳でたしかめる,to hear for oneself
耳,耳で〜,耳できく,to listen with one's ears
耳,耳を〜,耳をすます,"to strain one's ears, to listen attentively"
耳,耳を〜,耳をかたむける,to be all ears
耳,耳を〜,耳をかす,to lend an ear
早い,早い〜,早いうち,while it's still early
早い,早い〜,早い人,an early bird
早い,早い〜,早いほう,the earlier one
早い,〜早い,ちょっと早い,a bit early
早い,〜早い,かなり早い,pretty early
早い,〜早い,少し早い,a little early
元気,元気な〜,元気な赤ちゃん,a healthy baby
元気,元気な〜,元気なうち,while one’s still healthy
元気,元気な〜,元気な人,a cheerful person
元気,元気に〜,元気に生きる,to live healthily
元気,元気に〜,元気になる,to get well
元気,元気に〜,元気に生まれる,to be born healthy
元気,元気を〜,元気をくれる,to give someone energy
元気,元気を〜,元気をもらう,to receive energy
元気,元気を〜,元気をとりもどす,to regain one's energy
元気,元気が〜,元気が出る,to feel energetic
元気,元気が〜,元気がアップする,to be energized
元気,元気が〜,元気がなくなる,to lose energy
名人,〜の名人,カルタの名人,a master at karuta
名人,〜の名人,チェスの名人,a chess master
名人,〜の名人,パソコンの名人,a computer whiz
気分,気分を〜,気分をかえる,to change one's mood
気分,気分を〜,気分をあじわう,to feel the mood
気分,気分を〜,気分をリフレッシュする,to refresh one's mood
気分,気分が〜,気分がのる,to get into the swing of something
気分,気分が〜,気分がおちこむ,to feel depressed
気分,気分が〜,気分があがる,to feel better
花火,花火の〜,花火のシーズン,firework season
花火,花火の〜,花火のゴミ,waste from fireworks
花火,花火の〜,花火のビデオ,a fireworks video
花火,花火を〜,花火をする,to play with fireworks
花火,花火を〜,花火を見る,to watch fireworks
花火,花火を〜,花火をあげる,to set off fireworks
花火,〜花火,ロケット花火,a rocket
花火,〜花火,せんこう花火,sparklers
花火,〜花火,ネズミ花火,"a pinwheel, a Catherine wheel"
花火,〜の花火,日本一の花火,the best fireworks in Japan
花火,〜の花火,今日の花火,today's fireworks
花火,〜の花火,冬の花火,fireworks in winter
先ず,先ずは〜,先ずは、かたづけ,clean up first
先ず,先ずは〜,先ずは、ふじ山,Mt. Fuji first
先ず,先ずは〜,先ずは、テレビ,first the TV
先ず,先ず〜,先ず見る,to look first
先ず,先ず〜,先ずかんがえる,to think first
先ず,先ず〜,先ずやる,to do something first
一年生,一年生の〜,一年生の人,a first-year student
一年生,一年生の〜,一年生の女の子,first-year girls
一年生,一年生の〜,一年生のテキスト,a first-year text
五百,五百 + unit,五百ドル,five hundred dollars
五百,五百 + unit,五百円,five hundred yen
五百,五百 + unit,五百ユーロ,five hundred euros
平ら,平らに〜,平らになる,to become level
平ら,平らに〜,平らにする,to level something off
平ら,平らに〜,平らにならす,to smooth something over
平ら,平らな〜,平らな石,a flat stone
平ら,平らな〜,平らなところ,a flat place
平ら,平らな〜,平らな皿,a flat plate
花,〜の花,サクラの花,cherry blossom
花,〜の花,バラの花,roses
花,〜の花,ピンクの花,pink flowers
花,花を〜,花をさかせる,to make something blossom
花,花を〜,花をつける,to flower
花,花を〜,花を見る,to look at a flower
花,花が〜,花がある,there are flowers
花,花が〜,花がさく,flowers bloom
花,花が〜,花がちる,flowers fall
花,〜花,白い花,white flowers
花,〜花,小さい花,small flowers
花,〜花,赤い花,red flowers
花,花の〜,花のかおり,the scent of a flower
花,花の〜,花のかたち,the shape of the flower
花,花の〜,花の名,flower names
足,足を〜,足をはこぶ,"to make one's way to, to show up at"
足,足を〜,足を止める,"to stop walking, to stop running"
足,足を〜,足をのばす,to stretch one's legs
足,足に〜,足にかける,to put something over one's legs
足,足に〜,足にしがみつく,to cling to one's legs
足,足に〜,足にフィットする,to fit on one's foot
足,足の〜,足のサイズ,foot size
足,足の〜,足のうら,the sole of the foot
足,足の〜,足のゆび,toes
足,〜の足,タコの足,octopus tentacles
足,〜の足,人の足,"people's feet, people's legs"
足,〜の足,左右の足,the left and right feet
四十,四十 + counter,四十才,forty years old
四十,四十 + counter,四十人,forty people
四十,四十 + counter,四十台,"forty vehicles, forty machines"
四百,四百 + unit,四百円,four hundred yen
四百,四百 + unit,四百ドル,four hundred dollars
四百,四百 + unit,四百メートル,four hundred meters
四日,〜四日,三月四日,March 4
四日,〜四日,一月四日,January 4
四日,〜四日,二月四日,February 4
四つ,四つの〜,四つのテスト,four tests
四つ,四つの〜,四つのタイプ,four types
四つ,四つの〜,四つのグループ,four groups
四千,四千 + unit,四千ドル,four thousand dollars
四千,四千 + unit,四千キロ,"four thousand kilos, four thousand kilometers"
四千,四千 + unit,四千円,four thousand yen
さようなら,〜さようなら,みなさん、さようなら,goodbye everyone
さようなら,〜さようなら,ジェニーさん、さようなら,goodbye Jenny
さようなら,〜さようなら,それでは、さようなら。,goodbye then
こんばんは,〜こんばんは,先生、こんばんは,good evening Sensei
こんばんは,〜こんばんは,マミさん、こんばんは,good evening Mami
こんばんは,〜こんばんは,お父さん、こんばんは,good evening Dad
主人,主人に〜,主人にもらう,I receive something from my husband
主人,主人に〜,主人にきく,"to ask my husband, to ask the master"
主人,主人に〜,主人にいう,"to tell my husband, to tell the master"
主人,主人の〜,主人の母,my husband's mother
主人,主人の〜,主人の父,my husband's father
主人,主人の〜,主人のしごと,my husband's job
主人,ご主人〜,ご主人たち,"husbands, masters"
主人,ご主人〜,ご主人さま,Master
主人,主人が〜,主人がくれる,my husband gives something to me
主人,主人が〜,主人がいる,"my husband's here, there's a master"
主人,主人が〜,主人が出かける,my husband goes out
穴,穴が〜,穴ができる,a hole is created
穴,穴が〜,穴があいてしまう,a hole unintentionally opens up
穴,穴が〜,穴があく,a hole forms
穴,穴を〜,穴をふさぐ,"to fill up a hole, to plug up a hole"
穴,穴を〜,穴をうめる,to fill a hole
穴,穴を〜,穴をほる,to dig a hole
穴,穴を〜,穴をあける,to make a hole
休日,休日に〜,休日にでかける,to go out on a day off
休日,休日に〜,休日になる,to have a day off
休日,休日に〜,休日にする,to make something a day off
休日,休日〜,休日クラブ,holiday club
休日,休日〜,休日ダイヤ,holiday schedule
休日,休日〜,休日シフト,holiday shift
百,百 + unit,百ドル,a hundred dollars
百,百 + unit,百円,a hundred yen
百,百 + unit,百メートル,a hundred meters
氷,氷を〜,氷をとかす,to melt ice
氷,氷を〜,氷をつくる,to make ice
氷,氷を〜,氷を入れる,to add ice
氷,氷が〜,氷がある,there's ice
氷,氷が〜,氷がとける,ice melts
氷,氷が〜,氷ができる,to make ice
氷,氷の〜,氷のかけら,a piece of ice
氷,氷の〜,氷の女王,Ice Queen
丸ごと,丸ごと〜,丸ごとたべる,to eat the whole thing
丸ごと,丸ごと〜,丸ごとおぼえる,to memorize the whole thing
丸ごと,丸ごと〜,丸ごとかぶりつく,to bite into the whole thing
不正,不正に〜,不正に入手する,to obtain illegally
不正,不正に〜,不正にコピーする,to copy illegally
不正,不正に〜,不正にアクセスする,to access fraudulently
不正,不正な〜,不正なデータ,fraudulent data
不正,不正な〜,不正なプログラム,malware
不正,不正な〜,不正なアクセス,unauthorized access
不正,不正〜,不正サイト,"a malicious website, a fraudulent website"
不正,不正〜,不正ログイン,an unauthorized login
不正,不正〜,不正アクセス,unauthorized access
車内,〜の車内,バスの車内,inside a bus
車内,〜の車内,がらがらの車内,an empty train
車内,〜の車内,タクシーの車内,inside a cab
車内,車内で〜,車内でたべる,"to eat in the car, to eat on the train"
車内,車内で〜,車内でまつ,to wait in the car
車内,車内で〜,車内でできる,"can do it in the car, can do it on the train"
車内,車内の〜,車内のアナウンス,"an in-train announcement, an announcement on the bus"
車内,車内の〜,車内のにおい,"a smell in the car, a smell on the train"
車内,車内の〜,車内のトイレ,"a train toilet, a bus toilet"
車内,車内に〜,車内におく,"to put something in the car, to put something on the train"
車内,車内に〜,車内にある,"to be in the car, to be on the train"
車内,車内に〜,車内にいる,"to be inside the car, to be inside the train"
宝石,〜の宝石,他の宝石,other jewels
宝石,〜の宝石,王女の宝石,the princess's jewels
宝石,宝石を〜,宝石をつける,to wear jewelry
宝石,宝石を〜,宝石を見る,to look at jewels
宝石,宝石を〜,宝石をちりばめる,to be encrusted with jewels
宝石,〜宝石,丸い宝石,round gems
宝石,〜宝石,古い宝石,old jewels
宝石,〜宝石,赤い宝石,a red jewel
宝石,宝石の〜,宝石のデザイン,jewelry design
宝石,宝石の〜,宝石の山,a heap of gems
宝石,宝石の〜,宝石のかけら,fragments of gems
先月,先月〜,先月はじめ,the beginning of last month
先月,先月〜,先月なかば,the middle of last month
先月,先月〜,先月オープン,opened last month
先月,先月の〜,先月のおわり,the end of last month
先月,先月の〜,先月の三日,the third of last month
先月,先月の〜,先月のコラム,last month's column
去年,去年の〜,去年のクリスマス,Christmas last year
去年,去年の〜,去年の三月,last March
去年,去年の〜,去年の冬,last winter
去年,去年は〜,去年はできた,I could do it last year
去年,去年は〜,去年は入った,it fit me last year
去年,去年は〜,去年は２０１１年,last year was 2011
左手,左手で〜,左手でもつ,to hold something with one's left hand
左手,左手で〜,左手でつかむ,to grasp something with one's left hand
左手,左手で〜,左手でおさえる,to hold something down with one's left hand
左手,左手を〜,左手をつかう,to use one's left hand
左手,左手を〜,左手を上げる,to raise one's left hand
左手,左手を〜,左手をそえる,to rest something on one's left hand
左手,左手の〜,左手のひじ,the left elbow
左手,左手の〜,左手の山,mountains on the left-hand side
左手,左手の〜,左手の力,the strength in one's left hand
左手,左手に〜,左手にみえる,"can see something on the left-hand side, can see something in someone's left hand"
左手,左手に〜,左手にもつ,to hold in one's left hand
左手,左手に〜,左手にある,to be on the left-hand side
文字,文字の〜,文字のフォント,text font
文字,文字の〜,文字のサイズ,text font size
文字,文字の〜,文字の入力,text input
文字,文字を〜,文字をつかう,"to use characters, to use letters"
文字,文字を〜,文字を入力する,"to type characters, to type letters"
文字,文字を〜,文字をかく,"to write characters, to write letters"
文字,文字が〜,文字がきえる,"the characters disappear, the letters disappear"
文字,文字が〜,文字がかける,"can write characters, can write letters"
文字,文字が〜,文字がよめる,"can read characters, can read letter"
主に,主に〜,主になる,to mainly consist of
主に,主に〜,主につかう,to use primarily
主に,主に〜,主に用いる,to utilize primarily
男,男を〜,男をえらぶ,to choose a man
男,男を〜,男を見る,to look at men
男,男を〜,男を見つける,to find a man
男,男〜,男たち,men
男,男〜,男らしい,manly
男,男〜,男どうし,between men
男,男と〜,男とつきあう,to date a man
男,男と〜,男とケンカする,to fight with a man
男,男と〜,男とはなす,to talk with a man
男,男は〜,男はいう,the man says
男,男は〜,男は見る,the man looks
男,男は〜,男はだまる,the man becomes silent
男,男に〜,男に生まれる,to be born a man
男,男に〜,男になる,to become a man
男,男に〜,男にする,to make someone a man
男,男の〜,男のプライド,a man's pride
男,男の〜,男のロマン,a man's dream
男,男の〜,男の人,a man
男,〜の男,一人の男,one man
男,〜の男,大人の男,"a mature man, an adult man"
男,〜の男,タイプの男,one's type of man
男,〜男,オオカミ男,a werewolf
男,〜男,ハレ男,a man who brings sunshine
男,〜男,この男,this man
男,男が〜,男がくる,a man comes
男,男が〜,男が立つ,a man stands up
男,男が〜,男がいる,a man is here
男,男として〜,男として見られたい,to be seen as a man
男,男として〜,男として生きる,to live as a man
男,男として〜,男として大切,important for a man
仕方,〜の仕方,コントロールの仕方,how to control
仕方,〜の仕方,アレンジの仕方,"how to arrange, how to style"
仕方,〜の仕方,そうじの仕方,cleaning instructions
百万,百万 + unit,百万円,a million yen
百万,百万 + unit,百万ボルト,a million volts
百万,百万 + unit,百万ドル,a million dollars
先々月,先々月の〜,先々月のブログ,a blog from the month before last
先々月,先々月の〜,先々月のテスト,the test from the month before last
先々月,先々月の〜,先々月の四日,the fourth of the month before last
月見,お月見〜,お月見イベント,a moon viewing event
月見,お月見〜,お月見パーティー,a moon viewing party
月見,お月見〜,お月見する,to go on a moon viewing
月見,月見〜,月見だんご,moon viewing rice cakes
月見,月見〜,月見バーガー,a burger with a fried egg
月見,月見〜,月見うどん,udon noodles with an egg
月見,月見の〜,月見のうたげ,a moon viewing party
月見,月見の〜,月見のイベント,a moon viewing event
月見,月見の〜,月見の夕べ,a moon viewing evening
名,〜の名,男の名,a man's name
名,〜の名,人の名,a person's name
名,〜の名,花の名,names of flowers
名,名を〜,名をきく,"to ask for a name, to hear a name"
名,名を〜,名をつける,"to name someone, to name something"
名,名を〜,名をのこす,to leave a name
ノート,ノートに〜,ノートにまとめる,to summarize something in a notebook
ノート,ノートに〜,ノートにかく,to write in notebook
ノート,ノートに〜,ノートにメモする,to make a note in a notebook
ノート,ノート〜,ノートパソコン,a laptop
ノート,〜のノート,A4サイズのノート,an A4 size notebook
ノート,ノートが〜,ノートがある,there's a notebook
号,〜号,クイーンエリザベス号,the Queen Elizabeth (ship name)
号,〜号,一号,number one
号,〜号,二号,number two
一気,一気に〜,一気にチェックする,to check everything at once
一気,一気に〜,一気に見る,to watch something in one go
一気,一気に〜,一気にいく,to go without stopping
一打,一打を〜,一打をくらう,to be dealt a blow
一打,一打を〜,一打を打つ,to hit
一打,一打を〜,一打をはなつ,"to strike, to unleash a blow"
一打,一打で〜,一打でしとめる,to hit with a single shot
一打,一打で〜,一打でグリーンにのせる,to get to the green in one stroke
一打,一打で〜,一打でダウンする,to go down in one hit
一本気,一本気の〜,一本気のサムライ,a single-minded samurai
一本気,一本気の〜,一本気の男,a single-minded man
一本気,一本気の〜,一本気の人,a single-minded person
他,〜他,その他,other than that
他,〜他,この他,other than this
他,〜他,これらの他,other than these
他,他の〜,他のメンバー,other members
他,他の〜,他のサイト,other sites
他,他の〜,他の人,other people
休止,〜休止,サービス休止,service suspension
休止,〜休止,ブログ休止,blog suspension
休止,〜休止,システム休止,system suspension
休止,休止〜,休止ボタン,the pause button
休止,休止〜,休止アカウント,a suspended account
休止,休止〜,休止モード,pause mode
皿,皿を〜,皿をならべる,to arrange the plates
皿,皿を〜,皿をあらう,"to wash plates, to do the dishes"
皿,皿を〜,皿を下げる,to take the plates away
皿,皿に〜,皿にのせる,to put on a plate
皿,皿に〜,皿によそう,to dish up
皿,皿に〜,皿にもる,to serve something on a plate
人気,人気が〜,人気がなくなる,to become less popular
人気,人気が〜,人気がある,to be popular
人気,人気が〜,人気が出る,to become popular
人気,人気〜,人気メニュー,popular menu
人気,人気〜,人気スポット,popular spots
人気,人気〜,人気ランキング,popularity ranking
人気,人気に〜,人気にあやかる,to take advantage of someone's popularity
人気,人気に〜,人気につながる,to lead to popularity
人気,人気に〜,人気になる,to become popular
人気,人気の〜,人気のひみつ,the secrets behind something's popularity
人気,人気の〜,人気のメニュー,popular menu items
人気,人気の〜,人気のスポット,popular spots
切手,切手を〜,切手をあつめる,to collect stamps
切手,切手を〜,切手をなくす,to lose a stamp
切手,切手を〜,切手をはる,to affix a stamp
切手,切手〜,切手コレクション,a stamp collection
切手,切手〜,切手コレクター,a stamp collector
切手,切手〜,切手サイズ,the size of a postage stamp
切手,切手の〜,切手のシート,a sheet of stamps
切手,切手の〜,切手のデザイン,stamp designs
切手,〜切手,アニメ切手,anime postage stamps
切手,〜切手,オリジナル切手,original postage stamps
切手,〜切手,クリスマス切手,Christmas postage stamps
赤,赤に〜,赤にペイントする,to paint something red
赤,赤に〜,赤にかわる,to change to red
赤,赤に〜,赤になる,to turn red
赤,赤〜,赤パプリカ,red bell pepper
赤,赤〜,赤ペン,a red pen
赤,赤〜,赤テープ,red tape
赤,赤の〜,赤のカード,a red card
赤,赤の〜,赤のボール,a red ball
赤,赤の〜,赤のボールペン,a red ballpoint pen
赤い,赤い〜,赤い花,a red flower
赤い,赤い〜,赤い糸,a red thread
赤い,赤い〜,赤い宝石,a red jewel
赤い,〜が赤い,目が赤い,the eyes are red
赤い,〜が赤い,月が赤い,the moon is red
赤い,〜が赤い,かおが赤い,the face is red
休み,休みの〜,休みの日,a day off
休み,休みの〜,休みの人,people on a day off
休み,休みの〜,休みのあいだ,between vacations
休み,休みを〜,休みをつかう,to use paid leave
休み,休みを〜,休みをとる,to take a vacation
休み,休みを〜,休みをもらう,to get leave
右手,右手の〜,右手の力,the strength in one's right hand
右手,右手の〜,右手のひじ,the right elbow
右手,右手の〜,右手の山,mountains on the right-hand side
右手,右手を〜,右手を見る,to look at the right-hand side
右手,右手を〜,右手をつかう,to use one's right hand
右手,右手を〜,右手を上げる,to raise one's right hand
右手,右手に〜,右手にある,to be on the right-hand side
右手,右手に〜,右手にみえる,"can see something on the right-hand side, can see something in someone's right hand"
右手,右手に〜,右手にもつ,to hold in one's right hand
二世,二世として〜,二世として生まれる,to be born in the second generation
二世,二世として〜,二世としてスピーチする,to give a speech as a member of the second generation
二世,二世として〜,二世としてがんばる,to do one's best as part of the second generation
本気,本気〜,本気モード,serious mode
本気,本気〜,本気らしい,apparently serious
本気,本気〜,本気だ,I'm serious
本気,本気に〜,本気にする,to take something seriously
本気,本気に〜,本気になれる,can be serious
本気,本気に〜,本気になる,to get serious
かき氷,かき氷の〜,かき氷のトッピング,shaved ice toppings
かき氷,かき氷の〜,かき氷のシロップ,shaved ice syrup
かき氷,かき氷の〜,かき氷のメニュー,shaved ice menu
かき氷,かき氷を〜,かき氷をいただく,to eat shaved ice
かき氷,かき氷を〜,かき氷をたべる,to eat shaved ice
かき氷,かき氷を〜,かき氷をつくる,to make shaved ice
貝,貝の〜,貝のカラ,a shell
貝,貝の〜,貝のスープ,shellfish soup
貝,貝の〜,貝のなかま,a type of shellfish
貝,貝を〜,貝を見つける,to find a shell
貝,貝を〜,貝をたべる,to eat shellfish
貝,貝を〜,貝をひろう,to collect shells
不足,不足〜,不足だ,to be insufficient
不足,不足〜,不足分,deficit
不足,不足〜,不足がち,tends to be insufficient
不足,不足を〜,不足をカバーする,to cover a shortage
不足,不足を〜,不足をもたらす,to cause a shortage
不足,不足を〜,不足をまねく,to cause a shortage
小皿,〜の小皿,貝の小皿,"small shell-shaped plates, small plates made of shell"
小皿,〜の小皿,プラスチックの小皿,small plastic plates
小皿,〜の小皿,トマトの小皿,the small plate of tomatoes
小皿,小皿に〜,小皿にのせる,to place on a small plate
小皿,小皿に〜,小皿にならべる,to arrange on a small plate
小皿,小皿に〜,小皿にもる,to serve on a small plate
小皿,小皿を〜,小皿をならべる,to arrange small plates
小皿,小皿を〜,小皿をつかう,to use small plates
小皿,小皿を〜,小皿を見せる,to show the small plates
気,気を〜,気をつかう,to take into consideration
気,気を〜,気をつける,to be careful
気,気を〜,気をくばる,to be attentive to
気,気に〜,気にする,"to mind, to worry"
気,気に〜,気になる,"to be intrigued by, to be anxious about"
気,気に〜,気に入る,to be pleased
気,気が〜,気がある,to be interested
気,気が〜,気がする,to feel like
気,気が〜,気がつく,to notice
石,〜の石,川の石,river stones
石,〜の石,一つの石,one stone
石,〜の石,月の石,moon rock
石,石を〜,石をおく,to put down a stone
石,石を〜,石をつかう,to use a stone
石,石を〜,石をなげる,to throw stones
石,石の〜,石の下,under a stone
石,石の〜,石のベンチ,a stone bench
石,石の〜,石のかいだん,stone stairs
一文字,一文字に〜,一文字にする,to make a straight line
一文字,一文字に〜,一文字にむすぶ,to purse (one's lips)
一文字,一文字に〜,一文字にならぶ,to stand in a straight line
名字,名字を〜,名字をググる,to Google a last name
名字,名字を〜,名字をよぶ,to call someone's last name
名字,名字を〜,名字を入力する,to type in a last name
名字,〜の名字,人の名字,people's last names
名字,〜の名字,女の子の名字,a girl's last name
名字,〜の名字,今の名字,modern last names
先生,〜の先生,クラスの先生,a class teacher
先生,〜の先生,他の先生,other teachers
先生,〜の先生,ピアノの先生,a piano teacher
先生,先生の〜,先生の本,the teacher's book
先生,先生の〜,先生のアドバイス,the teacher's advice
先生,先生の〜,先生のおはなし,the teacher's story
先生,先生が〜,先生がおっしゃる,the teacher says
先生,先生が〜,先生がいる,there's a teacher
先生,先生が〜,先生がくれる,the teacher gives
先生,先生〜,先生たち,teachers
先生,先生〜,先生方,teachers
先生,先生〜,先生どうし,"fellow teachers, between teachers"
先生,〜先生,花先生,"Hanna-sensei, Dr. Hanna"
先生,〜先生,アーロン先生,"Aaron-sensei, Dr. Aaron"
先生,〜先生,本田先生,"Honda-sensei, Dr. Honda"
先生,先生は〜,先生はおもしろい,the teacher is funny
先生,先生は〜,先生はやさしい,the teacher is kind
先生,先生は〜,先生はすごい,the teacher is amazing
先生,先生に〜,先生にそうだんする,to ask a teacher for advice
先生,先生に〜,先生になる,to become a teacher
先生,先生に〜,先生にいただく,to receive something from the teacher
テレビ,テレビの〜,テレビのチャンネル,TV channels
テレビ,テレビの〜,テレビのリモコン,a TV remote control
テレビ,テレビの〜,テレビのニュース,TV news
テレビ,テレビで〜,テレビでやる,to do something on TV
テレビ,テレビで〜,テレビでする,to do something on TV
テレビ,テレビで〜,テレビでしゃべる,to talk on TV
テレビ,テレビを〜,テレビをみる,to watch TV
テレビ,テレビを〜,テレビを止める,to turn off the TV
テレビ,テレビを〜,テレビをつける,to turn on the TV
テレビ,テレビに〜,テレビにかじりつく,to be glued to the TV
テレビ,テレビに〜,テレビに出る,to be on TV
