vocab,pattern_name,english,japanese
パン,〜のパン,朝食のパン,bread for breakfast
パン,パンの〜,パンの生地,bread dough
パン,パンの〜,パンの耳,bread crust
パン,パンに〜,パンにつける,to put something on bread
パン,パンに〜,パンにはさむ,to put something between bread
パン,パンに〜,パンにぬる,to spread something on bread
ビル,〜ビル, オフィスビル,an office building
ビル,〜ビル,ターミナルビル,a terminal building
ビル,〜ビル,本社ビル,the building in which the head office is located
ビル,ビルの〜,ビルの間,between buildings
ビル,ビルの〜,ビルの谷間,a gap between buildings
ビル,ビルの〜,ビルの地下,the basement of a building
ビル,ビルが〜,ビルがある,there is a building
ビル,ビルが〜,ビルが見える,"buildings are visible, can see buildings"
ビル,ビルに〜,ビルに入る,to enter a building
ビル,ビルに〜,ビルにある,to be in a building
ビル,ビルに〜,ビルにいる,to be in a building
千葉,千葉に〜,千葉に行く,to go to Chiba
千葉,千葉に〜,千葉にいる,to be in Chiba
千葉,千葉に〜,千葉にある,to be in Chiba
千葉,千葉の〜,千葉の店,shop in Chiba
千葉,千葉の〜,千葉の人,person of Chiba
千葉,千葉の〜,千葉の名物,specialty of Chiba
親友,〜の親友,本当の親友,one's real close friend
親友,〜の親友,大の親友,extremely close friend
親友,〜の親友,自分の親友,one's own close friend
親友,親友の〜,親友の顔,face of a close friend
親友,親友の〜,親友の一人,one of one's close friends
親友,親友の〜,親友のすがた,the figure of one's close friend
親友,親友に〜,親友に言う,to say to a close friend
親友,親友に〜,親友になれる,able to become close friends
親友,親友に〜,親友になる,to become close friends
集金,〜の集金,毎月の集金,monthly payment collection
集金,〜の集金,九月の集金,payment collection for September
集金,〜の集金,ガスの集金,gas payment collection
集金,集金に〜,集金に回る,to go around collecting money
集金,集金に〜,集金に行く,to go to collect money
集金,集金に〜,集金に来る,to come to collect money
集中,集中を〜,集中を切らす,to run out of concentration
集中,集中を〜,集中をはかる,"to plan a focus, to plan a consolidation"
集中,集中を〜,集中をする,to concentrate
集中,集中〜,集中レッスン,intensive lessons
集中,集中〜,集中力,ability to concentrate
集中,集中〜,集中化,centralization
調子,調子が〜,調子がいい,in good condition
調子,調子が〜,調子がおかしい,condition is strange
調子,調子が〜,調子が出る,to hit one's stride
調子,調子を〜,調子を上げる,to improve the condition
調子,調子を〜,調子をくずす,to have the condition of something break down
調子,調子を〜,調子を保つ,to maintain one's condition
調子,〜調子,きつい調子,a harsh tone
調子,〜調子,この調子,at this rate
調子,〜調子,強い調子,strong tone
調子,〜の調子,おなかの調子,stomach condition
調子,〜の調子,パソコンの調子,the computer's condition
調子,〜の調子,体の調子,body condition
対立,〜の対立,両者の対立,conflict between the two parties
対立,〜の対立,イデオロギーの対立,conflict between ideologies
対立,〜の対立,文化の対立,cultural conflict
対立,対立を〜,対立を生む,to produce a confrontation
対立,対立を〜,対立を生み出す,to bring forth a confrontation
対立,対立を〜,対立をする,to have a confrontation
対立,対立が〜,対立が生まれる,a conflict is born
対立,対立が〜,対立がつづく,the conflict continues
対立,対立が〜,対立が生じる,a conflict arises
曲線,曲線を〜,曲線をかく,to draw a curve
曲線,曲線を〜,曲線を見せる,to show a curve
曲線,曲線を〜,曲線を引く,to draw a curved line
要求,要求を〜,要求を飲む,to unwillingly agree to someone's demand
要求,要求を〜,要求をする,to make a demand
要求,要求を〜,要求を出す,to issue a demand
要求,〜の要求,ユーザーの要求,"user demands, user requirements"
要求,〜の要求,自分の要求,one's own demand
要求,〜の要求,住民の要求,resident's demand
要求,要求に〜,要求にマッチする,to meet the demand for something
要求,要求に〜,要求に答える,to respond to a demand
要求,要求に〜,要求にしたがう,to comply with a request
開発,〜の開発,システムの開発,system development
開発,〜の開発,車の開発,car development
開発,〜の開発,アプリケーションの開発,application development
開発,開発を〜,開発を進める,to proceed with development
開発,開発を〜,開発をスタートする,to start development
開発,開発を〜,開発を行う,to carry out development
〜病,〜病,うつ病,depression
〜病,〜病,大病,serious illness
〜病,〜病,重病,serious illness
電鉄,〜電鉄,南海電鉄,Nankai Electric Railway
電鉄,〜電鉄,日立電鉄,Hitachi Electric Railway
電鉄,〜電鉄,京王電鉄,Keio Electric Railway
強調,強調を〜,強調をする,to emphasize
強調,強調を〜,強調を行う,to carry out emphasis of something
強調,強調を〜,強調を表す,to express emphasis
強調,〜の強調,目の強調,emphasis on the eyes
強調,〜の強調,文字の強調,emphasizing text
強調,〜の強調,プロセスの強調,emphasis on process
終了,〜終了,ゲーム終了,game over
終了,〜終了,シーズン終了,end of season
終了,〜終了,レース終了,end of race
進化,〜の進化,人間の進化,human evolution
進化,〜の進化,社会の進化,evolution of society
進化,〜の進化,コンピューターの進化,evolution of computers
進化,進化の〜,進化のメカニズム,evolutionary mechanism
進化,進化の〜,進化のプロセス,evolutionary process
進化,進化の〜,進化のスピード,speed of evolution
進化,進化を〜,進化をする,to evolve
進化,進化を〜,進化をとげる,to achieve progress
進化,進化を〜,進化をもたらす,to bring about evolution
顔付き,顔付きが〜,顔付きがちがう,someone's facial expression is different
顔付き,顔付きが〜,顔付きがかわる,someone's facial expression changes
顔付き,顔付きが〜,顔付きが生き生きする,to have a lively facial expression
顔付き,顔付きを〜,顔付きを見る,to look at someone's facial expression
顔付き,顔付きを〜,顔付きを思い出す,"to recall someone's facial features, to recall someone's facial expression"
顔付き,顔付きを〜,顔付きをする,to make a facial expression
目医者,目医者を〜,目医者を調べる,to look up an eye doctor
目医者,目医者を〜,目医者をさがす,to search for an eye doctor
目医者,目医者を〜,目医者を回る,to go visit various eye doctors
目医者,目医者から〜,目医者から言われる,to be told by an eye doctor
目医者,目医者から〜,目医者からもどる,to return from the eye doctor
目医者,目医者から〜,目医者からもらう,to receive from an eye doctor
目医者,目医者に〜,目医者にいる,to be at the eye doctor
目医者,目医者に〜,目医者に行く,to go to the eye doctor
目医者,目医者に〜,目医者に聞く,to ask an eye doctor
顔,顔を〜,顔を出す,to show one's face
顔,顔を〜,顔を上げる,to raise one's head
顔,顔を〜,顔を見る,to look at someone's face
顔,顔が〜,顔が小さい,face is small
顔,顔が〜,顔が赤い,face is red
顔,顔が〜,顔が見える,can see someone's face
顔,顔に〜,顔に出る,to show on one's face
顔,顔に〜,顔に当たる,something hits one's face
顔,顔に〜,顔にかかる,to hang over one's face
顔,〜の顔,男の顔,man's face
顔,〜の顔,人の顔,a person's face
顔,〜の顔,自分の顔,one's own face
農場,農場で〜,農場で作る,to make at a farm
農場,農場で〜,農場ではたらく,to work at a farm
農場,農場で〜,農場でそだてる,"to rear on a farm, to cultivate on a farm"
農場,農場を〜,農場を作る,to build a farm
農場,農場を〜,農場を買う,to buy a farm
農場,農場を〜,農場を持つ,to have a farm
農場,農場の〜,農場の話,farm talk
農場,農場の〜,農場のしごと,work on the farm
農場,農場の〜,農場の牛,cow on a farm
農場,農場に〜,農場に行く,to go to the farm
農場,農場に〜,農場にいる,to be at a farm
農場,農場に〜,農場にもどる,to return to the farm
速い,〜が速い,足が速い,to be quick on one's feet
速い,〜が速い,スピードが速い,speed is fast
速い,速い〜,速いペース,fast pace
速い,速い〜,速いスピード,fast speed
速い,速い〜,速いテンポ,fast tempo
フランス語,フランス語で〜,フランス語で話す,to speak in French
フランス語,フランス語で〜,フランス語で言う,to say in French
フランス語,フランス語で〜,フランス語で話しかける,to speak to someone in French
フランス語,フランス語を〜,フランス語を話す,to speak French
フランス語,フランス語を〜,フランス語を教える,to teach French
フランス語,フランス語を〜,フランス語を使う,to use French
フランス語,フランス語の〜,フランス語の学校,French language school
フランス語,フランス語の〜,フランス語の先生,French teacher
フランス語,フランス語の〜,フランス語のアクセント,French accent
青葉,青葉の〜,青葉のにおい,the smell of greenery
青葉,青葉の〜,青葉の下,underneath the greenery
青葉,青葉の〜,青葉の森,"forest of greenery, Aoba Forest (in Sendai)"
大学院,大学院の〜,大学院の入学,"to be admitted to graduate school, to enroll in graduate school"
大学院,大学院の〜,大学院の学生,graduate student
大学院,大学院の〜,大学院の研究,graduate research
大学院,大学院に〜,大学院に行く,to go to graduate school
大学院,大学院に〜,大学院に進む,to advance to graduate school
大学院,大学院に〜,大学院に入る,"to get into graduate school, to enter graduate school"
頭,頭に〜,頭に入れる,"to put into one's head, to keep in mind"
頭,頭に〜,頭にのせる,to put on one's head
頭,頭に〜,頭に入る,to get into one's head
頭,頭が〜,頭がくらくらする,"to feel light in the head, to feel dizzy"
頭,頭が〜,頭が下がる,"to be greatly impressed, to take one's hat off to"
頭,頭が〜,頭がいい,to be intelligent
頭,頭を〜,頭を下げる,"to lower one's head, to bow"
頭,頭を〜,頭をなでる,to rub one's head
頭,頭を〜,頭をかかえる,to be at a wit's end
重い,〜が重い,足が重い,one's legs feel heavy
重い,〜が重い,体が重い,body is heavy
重い,〜が重い,気が重い,be depressed
重い,重い〜,重い口,slow speech
重い,重い〜,重い足どり,walk with heavy steps
重い,重い〜,重い物,heavy thing
病院,病院で〜,病院ではたらく,to work at a hospital
病院,病院で〜,病院で受ける,to receive at the hospital
病院,病院で〜,病院で見てもらう,to be seen at the hospital
病院,病院に〜,病院に来る,to come to the hospital
病院,病院に〜,病院に入院する,to be hospitalized
病院,病院に〜,病院に行く,to go to the hospital
病院,〜病院,大学病院,university hospital
病院,〜病院,市立病院,municipal hospital
病院,〜病院,中央病院,central hospital
入院,〜の入院,今回の入院,this hospitalization
入院,〜の入院,母の入院,mother's hospitalization
入院,〜の入院,前回の入院,last hospitalization
入院,ご入院〜,ご入院なさる,to be hospitalized
入院,ご入院〜,ご入院中,while hospitalized
入院,ご入院〜,ご入院される,to be hospitalized
入院,入院を〜,入院を決める,to decide on hospitalization
入院,入院を〜,入院をすすめる,to recommend hospitalization
入院,入院を〜,入院をする,to be hospitalized
入院,入院〜,入院バッグ,hospital bag
入院,入院〜,入院中,while hospitalized
入院,入院〜,入院生活,life while hospitalized
しかし,しかし〜,しかし、チャンスはまだある,however there's still a chance
しかし,しかし〜,しかし、今はムリだ,however it's impossible right now
しかし,しかし〜,しかし、時間がなかった,however there was no time
工業,工業〜,工業化,industrialization
工業,工業〜,工業高校,technical high school
工業,工業〜,工業用水,water for industrial use
親しい,〜と親しい,ピカソと親しい,to be close with Picasso
親しい,〜と親しい,小林さんと親しい,to be close with Mr. Kobayashi
親しい,〜と親しい,母と親しい,to be close with one's mother
親しい,親しい〜,親しい人,a close person
親しい,親しい〜,親しい相手,close partner
親しい,親しい〜,親しい友人,close friend
日本語,日本語の〜,日本語のテキスト,Japanese textbook
日本語,日本語の〜,日本語の発音,Japanese pronunciation
日本語,日本語の〜,日本語の先生,Japanese teacher
日本語,日本語を〜,日本語を話す,to speak Japanese
日本語,日本語を〜,日本語を教える,to teach Japanese
日本語,日本語を〜,日本語を使う,to use Japanese
日本酒,日本酒を〜,日本酒を買う,to buy Japanese style alcohol
日本酒,日本酒を〜,日本酒をもらう,to receive Japanese style alcohol
日本酒,日本酒を〜,日本酒を飲む,to drink Japanese style alcohol
漢字,漢字を〜,漢字を当てる,to guess the kanji correctly
漢字,漢字を〜,漢字を使う,to use kanji
漢字,漢字を〜,漢字を用いる,to use kanji
漢字,漢字〜,漢字テスト,kanji test
漢字,漢字〜,漢字クイズ,kanji quiz
漢字,漢字〜,漢字ドリル,kanji drills
親切,ご親切〜,ご親切にどうも,thank you for your kindness
親切,ご親切〜,ご親切に,kindly
親切,ご親切〜,ご親切にありがとう,thank you for your kindness
親切,親切に〜,親切にしてくれる,to be treated with kindness
親切,親切に〜,親切にする,to treat someone with kindness
親切,親切に〜,親切に教える,"to kindly teach someone, to kindly tell someone"
親切,親切な〜,親切なアドバイス,kind advice
親切,親切な〜,親切な友人,a kind friend
親切,親切な〜,親切な人,kind person
台所,台所で〜,台所で作る,to make in the kitchen
台所,台所で〜,台所で飲む,to drink something in the kitchen
台所,台所で〜,台所で使う,to use in the kitchen
台所,台所の〜,台所の戸,kitchen door
台所,台所の〜,台所のテーブル,kitchen table
台所,台所の〜,台所のドア,door of the kitchen
台所,台所に〜,台所に立つ,to stand in the kitchen
台所,台所に〜,台所にいる,to be in the kitchen
台所,台所に〜,台所に行く,to go to the kitchen
研究室,研究室に〜,研究室にいる,to be in the laboratory
研究室,研究室に〜,研究室にある,to be in the laboratory
研究室,研究室に〜,研究室に行く,to go to the laboratory
言語,言語を〜,言語を用いる,to use language
言語,言語を〜,言語を学ぶ,to learn a language
言語,言語を〜,言語を使う,to use language
言語,〜の言語,他の言語,another language
言語,〜の言語,一つの言語,one language
言語,〜の言語,世界の言語,world languages
最後,最後まで〜,最後まで見る,to watch until the end
最後,最後まで〜,最後までいる,to stay until the end
最後,最後まで〜,最後まで聞く,to listen until the end
最後,最後の〜,最後のページ,last page
最後,最後の〜,最後の年,the last year of something
最後,最後の〜,最後のチャンス,last chance
最後,最後に〜,最後にする,to do at the end
最後,最後に〜,最後になる,to become the last
最後,最後に〜,最後に言う,to say at the end
最終,最終〜,最終電車,the last train of the day
最終,最終〜,最終回,the last episode of a TV series
最終,最終〜,最終日,the last day
終点,〜の終点,バスの終点,the last stop of the bus
終点,〜の終点,電車の終点,the last train stop
終点,〜の終点,市電の終点,the last trolley stop
葉,葉を〜,葉をつける,to put on leaves
葉,葉を〜,葉を食べる,to eat leaves
葉,葉を〜,葉を広げる,to spread its leaves
葉,〜の葉,ヤシの葉,palm fronds
葉,〜の葉,ミントの葉,mint leaf
葉,〜の葉,タバコの葉,tobacco leaf
軽い,軽い〜,軽い物,light thing
軽い,軽い〜,軽い足どり,light steps
軽い,軽い〜,軽い食事,light meal
軽い,〜が軽い,口が軽い,have a loose tongue
軽い,〜が軽い,体が軽い,have a light body weight
軽い,〜が軽い,心が軽い,have a light heart
線,線を〜,線をなぞる,to trace a line
線,線を〜,線をかく,to draw a line
線,線を〜,線を引く,to draw a line
線,〜の線,体の線,line of the body
線,〜の線,ピンクの線,pink line
線,〜の線,あごの線,line of the jaw
楽しみ,楽しみに〜,楽しみにする,to look forward to something
楽しみ,楽しみに〜,楽しみにまつ,to wait in anticipation
楽しみ,楽しみに〜,楽しみになる,to become something to look forward to
楽しみ,〜の楽しみ,最近の楽しみ,a recent enjoyment
楽しみ,〜の楽しみ,自分の楽しみ,one's own enjoyment
楽しみ,〜の楽しみ,一番の楽しみ,"greatest delight, looking forward to the most"
楽しみ,楽しみを〜,楽しみを見つける,to find enjoyment
楽しみ,楽しみを〜,楽しみをもたらす,to bring about pleasure
楽しみ,楽しみを〜,楽しみをくれる,to get enjoyment from something
楽しみ,お楽しみ,お楽しみ,"something to look forward to, enjoyment"
運がいい,〜は運がいい,今日は運がいい,lucky today
運がいい,〜は運がいい,それは運がいい,that's lucky
運がいい,〜は運がいい,私は運がいい,I'm lucky
〜向け,〜向け,小学生向け,intended for elementary school children
〜向け,〜向け,中学生向け,intended for middle school children
〜向け,〜向け,大人向け,intended for adults
山道,山道を〜,山道を走行する,to drive on a mountain road
山道,山道を〜,山道を歩く,to walk along a mountain path
山道,山道を〜,山道を走る,to run on the mountain road
山道,山道に〜,山道に出る,"to go out on a mountain road, to reach the mountain road"
山道,山道に〜,山道にさしかかる,to approach the mountain road
山道,山道に〜,山道に入る,to enter the mountain road
近所,ご近所〜,ご近所づきあい,neighborly relations
近所,ご近所〜,ご近所さん,neighbor
近所,ご近所〜,ご近所のネコ,neighborhood cat
近所,近所に〜,近所に住む,to live in the neighborhood
近所,近所に〜,近所にある,to be in the neighborhood
近所,近所に〜,近所にできる,to be built in the neighborhood
近所,近所の〜,近所の人,a neighbor
近所,近所の〜,近所のスーパー,neighborhood supermarket
近所,近所の〜,近所の家,home in the neighborhood
新聞,新聞に〜,新聞に出る,to appear in the newspaper
新聞,新聞に〜,新聞につつむ,to wrap in newspaper
新聞,新聞に〜,新聞にのる,to appear in the newspaper
新聞,新聞を〜,新聞を見る,to look at a newspaper
新聞,新聞を〜,新聞を買う,to buy a newspaper
新聞,新聞を〜,新聞を広げる,to spread a newspaper
次,次は〜,次はする,to do something next time
次,次は〜,次は行く,to go next time
次,次は〜,次は見る,to see next time
次,次の〜,次のページ,the next page
次,次の〜,次のとおり,as follows
次,次の〜,次のステップ,the next step
次,次へ〜,次へクリックする,to click to the next
次,次へ〜,次へつながる,"to be linked to the next, to lead to the next"
次,次へ〜,次へすすむ,to move on to the next step
番号札,番号札を〜,番号札をもらう,to get a numbered ticket
番号札,番号札を〜,番号札をわたす,to hand over a number tag
番号札,番号札を〜,番号札をとる,to take a number tag
次々,次々〜,次々作る,to make one by one
次々,次々〜,次々生まれる,to be born one after another
次々,次々〜,次々出る,to leave one by one
次々,次々と〜,次々とクリアする,to clear one after another
次々,次々と〜,次々と出てくる,to emerge one after another
次々,次々と〜,次々と決まる,to be decided one after another
次々,次々に〜,次々に出ていく,to exit one after another
次々,次々に〜,次々に入る,to enter one after another
次々,次々に〜,次々に作る,to make one after another
一ヶ所,一ヶ所〜,一ヶ所だけ,just one place
一ヶ所,一ヶ所〜,一ヶ所ミスする,to make a mistake in one spot
一ヶ所,一ヶ所〜,一ヶ所直す,to correct one spot
開業,開業を〜,開業を知らせる,to announce a new business
開業,開業を〜,開業をする,to open a business
開業,開業を〜,開業をめざす,to aim to open a business
公開,公開を〜,公開を求める,to ask for public release
公開,公開を〜,公開をする,to make public
公開,公開を〜,公開を行う,to make something open to the public
頁,〜の頁,次の頁,the next page
頁,〜の頁,前の頁,the previous page
頁,〜の頁,右の頁,the right page
頁,〜頁,百頁,one hundred pages
頁,〜頁,五頁,five pages
頁,〜頁,十六頁,sixteen pages
親,親の〜,親の反対,parent's opposition
親,親の〜,親の心,"parent's heart, parent's feelings"
親,親の〜,親の世代,parents' generation
親,親が〜,親がする,the parent does
親,親が〜,親がいる,to have parents
親,親が〜,親がくれる,parent gives
親,親に〜,親にもらう,to receive from a parent
親,親に〜,親になる,to become a parent
親,親に〜,親に言う,to say to a parent
道路,道路に〜,道路にはみ出す,to protrude onto the road
道路,道路に〜,道路に出る,"to go out on the road, to reach the road"
道路,道路に〜,道路に立つ,to stand on the road
道路,道路の〜,道路の中央,the center of the road
道路,道路の〜,道路の雪,snow on the road
道路,道路の〜,道路の向こう,other side of the road
農民,農民の〜,農民のくらし,the life of peasants
農民,農民の〜,農民の生活,life of a peasant
農民,農民の〜,農民の土地,peasant land
当て字,当て字を〜,当て字をする,to assign phonetic kanji
当て字,当て字を〜,当て字を使う,to use phonetic kanji
当て字,当て字を〜,当て字をえらぶ,to choose phonetic kanji
私大,私大の〜,私大の学生,private university student
私大,私大の〜,私大の女子,woman at a private university
私大,私大の〜,私大の入試,entrance exam for a private university
私大,私大に〜,私大に入学する,"to be admitted to a private university, to enroll in a private university"
私大,私大に〜,私大に入る,"to get into a private university, to enter a private university"
私大,私大に〜,私大に進む,to advance to a private university
私鉄,私鉄の〜,私鉄の電車,private railway train
私鉄,私鉄の〜,私鉄の会社,private railway company
私鉄,私鉄の〜,私鉄のパス,private railway pass
私鉄,〜の私鉄,他の私鉄,another private railway
私鉄,〜の私鉄,地方の私鉄,regional private railway
私鉄,〜の私鉄,今の私鉄,the current private railways
部首,部首を〜,部首を学ぶ,to learn radicals
部首,部首を〜,部首を教える,to teach radicals
部首,部首を〜,部首をしらべる,to look up a radical
線路,線路を〜,線路をまたぐ,to cross over a railway
線路,線路を〜,線路を走る,to run on the railroad tracks
線路,線路を〜,線路を歩く,to walk along the railroad track
線路,線路の〜,線路の近く,near the railroad track
線路,線路の〜,線路の向こう,on the other side of the railroad tracks
線路,線路の〜,線路の下,underneath the railroad track
読み方,〜の読み方,漢字の読み方,how to read kanji
読み方,〜の読み方,本の読み方,how to read a book
読み方,〜の読み方,名前の読み方,how to read a name
読み方,読み方を〜,読み方を知る,to know how to read
読み方,読み方を〜,読み方を聞く,to ask how to read something
読み方,読み方を〜,読み方を教える,to teach how to read
最近,最近〜,最近見る,to see recently
最近,最近〜,最近多い,a lot recently
最近,最近〜,最近思う,to think recently
最近,最近の〜,最近のお気に入り,a recent favorite
最近,最近の〜,最近の車,a recent car
最近,最近の〜,最近の研究,recent research
最近,最近まで〜,最近まで知らなかった,did not know until recently
最近,最近まで〜,最近まで続いていた,was continuing until recently
最近,最近まで〜,最近まであった,was there until recently
研究所,〜研究所,科学研究所,science research institute
研究所,〜研究所,文化研究所,cultural research institute
研究所,〜研究所,医学研究所,medical laboratory
研究所,研究所の〜,研究所の実験,laboratory experiment
研究所,研究所の〜,研究所のスタッフ,laboratory staff
研究所,研究所の〜,研究所の研究,laboratory's research
研究所,研究所が〜,研究所がまとめる,the laboratory puts something together
研究所,研究所が〜,研究所がある,there is a laboratory
研究所,研究所が〜,研究所が行う,the laboratory carries out
回転,〜回転,左回転,counterclockwise rotation
回転,〜回転,三回転,three rotations
回転,〜回転,フル回転,full rotation
回転,回転〜,回転ずし,sushi served on a conveyor belt
回転,回転〜,回転数,number of rotations
回転,回転〜,回転ドア,revolving door
回転,回転を〜,回転を止める,to stop rotation
回転,回転を〜,回転をする,to rotate
回転,回転を〜,回転をかける,to make rotate
回転,〜の回転,エンジンの回転,engine rotation
回転,〜の回転,頭の回転,how fast one can think
回転,〜の回転,ボールの回転,ball rotation
お酒,お酒を〜,お酒をたしなむ,"to like to drink alcohol every now and then, to drink just to be sociable"
お酒,お酒を〜,お酒を買う,to buy alcohol
お酒,お酒を〜,お酒を飲む,to drink alcohol
サービス,サービスを〜,サービスを受ける,to receive a service
サービス,サービスを〜,サービスを使う,to use a service
サービス,サービスを〜,サービスをする,to provide services
サービス,〜のサービス,他のサービス,other services
サービス,〜のサービス,当社のサービス,our company's services
サービス,〜のサービス,全てのサービス,all services
近道,近道を〜,近道を教える,to tell someone about a shortcut
近道,近道を〜,近道を通る,to pass through a shortcut
近道,近道を〜,近道をする,to take a shortcut
病気,〜の病気,自分の病気,one's own illness
病気,〜の病気,他の病気,other illness
病気,〜の病気,心の病気,mental illness
病気,病気に〜,病気になる,to become sick
病気,病気に〜,病気にかかる,to contract a disease
病気,病気に〜,病気に負けない,"to not lose to illness, to not let illness get the better of oneself"
病気,病気を〜,病気をうつす,to spread a disease to someone
病気,病気を〜,病気をもらう,to contract a disease
病気,病気を〜,病気をする,to get sick
病気,病気の〜,病気のサイン,sign of illness
病気,病気の〜,病気の話,talk of illness
病気,病気の〜,病気の心配,concerns about illness
病人,病人を〜,病人を運ぶ,to carry a sick person
病人,病人を〜,病人を見る,to look at a sick person
病人,病人を〜,病人を支える,to support a sick person
病人,病人の〜,病人の顔,face of a sick person
病人,病人の〜,病人の世話,care for a sick person
病人,病人の〜,病人の心,heart of a sick person
横,横を〜,横を向く,to face to the side
横,横を〜,横を見る,to look to the side
横,横を〜,横を通る,to pass next to
横,横に〜,横にいる,"to be next to someone, to be next to something"
横,横に〜,横にある,"to be next to someone, to be next to something"
横,横に〜,横になる,to lie down
横,横の〜,横の人,the person next to
横,横の〜,横のつながり,horizontal connection
横,横の〜,横のイス,the chair next to
横,〜の横,車の横,beside the car
横,〜の横,ベッドの横,beside the bed
横,〜の横,ドアの横,beside the door
歌手,歌手の〜,歌手の名前,singer's name
歌手,歌手の〜,歌手のコンサート,singer's concert
歌手,歌手の〜,歌手の歌,singer's song
歌手,〜歌手,オペラ歌手,opera singer
歌手,〜歌手,人気歌手,popular singer
歌手,〜歌手,ロック歌手,rock singer
解決,解決に〜,解決になる,to be a solution
解決,解決に〜,解決にならない,to not be a solution
解決,解決に〜,解決に向かう,to move toward a resolution
解決,解決に〜,解決に取り組む,to get to work on a solution
解決,解決に〜,解決につながる,to lead to a resolution
解決,解決の〜,解決の糸口,first step toward a solution
解決,解決の〜,解決の道,path to a solution
解決,解決の〜,解決のヒント,hint to the solution
歌,歌を〜,歌を歌う,to sing a song
